             data/nep/   XSEC52.TAB        File 19 - 2.2.5.2    GP-J-NEP-3-ENTRY-V1.0 1995-12-07   67   410 
             data/nep/   XSEC61.TAB        File 20 - 2.2.6.1    GP-J-NEP-3-ENTRY-V1.0 1995-12-07   67   410 
             data/nep/   XSEC62.TAB        File 21 - 2.2.6.2    GP-J-NEP-3-ENTRY-V1.0 1995-12-07   67   410 
       data/nfr/calib/  NFRFOVA.DAT              NFRFOVA.DAT    GP-J-NFR-3-ENTRY-V1.0 1998-08-14 1020    81 
       data/nfr/calib/  NFRFOVB.DAT              NFRFOVB.DAT    GP-J-NFR-3-ENTRY-V1.0 1998-08-14 1020    81 
       data/nfr/calib/  NFRFOVC.DAT              NFRFOVC.DAT    GP-J-NFR-3-ENTRY-V1.0 1998-08-14 1020    81 
       data/nfr/calib/  NFRFOVD.DAT              NFRFOVD.DAT    GP-J-NFR-3-ENTRY-V1.0 1998-08-14 1020    81 
       data/nfr/calib/  NFRFOVE.DAT              NFRFOVE.DAT    GP-J-NFR-3-ENTRY-V1.0 1998-08-14 1020    81 
       data/nfr/calib/ TDEPRESP.TAB             TDEPRESP.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-14   80   313 
       data/nfr/calib/    TDSRA.TAB                TDSRA.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-14   80  5792 
       data/nfr/calib/    TDSRB.TAB                TDSRB.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-14   80  5792 
       data/nfr/calib/    TDSRC.TAB                TDSRC.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-14   80  5800 
       data/nfr/calib/    TDSRD.TAB                TDSRD.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-14   80  5803 
       data/nfr/calib/  TDSRDNL.TAB              TDSRDNL.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-14   80  5801 
       data/nfr/calib/    TDSRE.TAB                TDSRE.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-14   80  5793 
         data/nfr/edr/ NFR0528X.SDM             NFR0528X.SDM    GP-J-NFR-3-ENTRY-V1.0 1996-05-28  100   878 
    data/nfr/engnring/    NFRA1.TAB                NFRA1.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   262 
    data/nfr/engnring/  NFRA1VV.TAB              NFRA1VV.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   263 
    data/nfr/engnring/    NFRA2.TAB                NFRA2.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   321 
    data/nfr/engnring/  NFRA2VV.TAB              NFRA2VV.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   322 
    data/nfr/engnring/    NFRBI.TAB                NFRBI.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   168 
    data/nfr/engnring/    NFRDT.TAB                NFRDT.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   204 
    data/nfr/engnring/    NFRET.TAB                NFRET.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   116 
    data/nfr/engnring/    NFRHB.TAB                NFRHB.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   233 
    data/nfr/engnring/  NFRHBVV.TAB              NFRHBVV.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   234 
    data/nfr/engnring/    NFRV1.TAB                NFRV1.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   116 
    data/nfr/engnring/    NFRV2.TAB                NFRV2.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   117 
    data/nfr/engnring/    NFRWI.TAB                NFRWI.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   167 
    data/nfr/engnring/    NFRWT.TAB                NFRWT.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   349 
    data/nfr/engnring/  NFRWTVV.TAB              NFRWTVV.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   80   350 
      data/nfr/fluxes/   MCTCNF.TAB               MCTCNF.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   90   594 
      data/nfr/fluxes/ MCTCNFDN.TAB             MCTCNFDN.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   90   575 
      data/nfr/fluxes/   MCTCUF.TAB               MCTCUF.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   90   130 
      data/nfr/fluxes/    RAWNF.TAB                RAWNF.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   90   593 
      data/nfr/fluxes/  RAWNFDN.TAB              RAWNFDN.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   90   573 
      data/nfr/fluxes/    RAWUF.TAB                RAWUF.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   90   127 
      data/nfr/fluxes/     TCNF.TAB                 TCNF.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   90   593 
      data/nfr/fluxes/   TCNFDN.TAB               TCNFDN.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   90   574 
      data/nfr/fluxes/     TCUF.TAB                 TCUF.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18   90   127 
