TIME (SECONDS),PRESSURE (BARS),5.8 DEGREES (COUNTS),16 DEGREES (COUNTS),40 DEGREES (COUNTS),70 DEGREES (COUNTS),178 DEGREES (COUNTS)
3254.3,19.48,-0.58182,-1.60744,-0.41707,-0.2925,-0.1109
3262.3,19.55,-0.58113,-1.60595,-0.41653,-0.29203,-0.10831
3270.3,19.61,-0.58021,-1.60446,-0.41599,-0.28142,-0.09729
3278.3,19.68,-0.5793,-1.60297,-0.41531,-0.28097,-0.09268
3286.3,19.74,-0.57862,-1.60148,-0.41478,-0.2807,-0.09232
3294.3,19.81,-0.57793,-1.6,-0.41424,-0.28025,-0.09193
3302.3,19.88,-0.57725,-1.59852,-0.4137,-0.2799,-0.08949
3310.3,19.95,-0.57658,-1.59704,-0.4133,-0.27963,-0.08914
3318.3,20.01,-0.5759,-1.59557,-0.41277,-0.2742,-0.09085
3326.3,20.08,-0.57522,-1.5941,-0.41237,-0.26886,-0.09256
3334.3,20.15,-0.57478,-1.59263,-0.41197,-0.26852,-0.09424
3342.3,20.22,-0.5741,-1.59263,-0.41158,-0.26827,-0.1
3350.3,20.28,-0.57366,-1.59116,-0.41118,-0.26802,-0.10166
3358.3,20.35,-0.57321,-1.5897,-0.41078,-0.26776,-0.10127
3366.3,20.42,-0.57254,-1.58824,-0.41039,-0.26254,-0.1009
3374.3,20.48,-0.57209,-1.58824,-0.41012,-0.26734,-0.10454
3382.3,20.55,-0.57187,-1.58678,-0.40986,-0.26717,-0.10015
3390.3,20.62,-0.57143,-1.58678,-0.40947,-0.267,-0.10177
3398.3,20.69,-0.57099,-1.58532,-0.40934,-0.26683,-0.10339
3406.3,20.76,-0.57076,-1.58532,-0.44998,-0.42264,-0.09707
3414.3,20.83,-0.57032,-1.58387,-0.4497,-0.42238,-0.09672
3422.3,20.89,-0.5701,-1.58387,-0.44941,-0.42211,-0.09637
3430.3,20.96,-0.56988,-1.58242,-0.44927,-0.42198,-0.09603
3438.3,21.03,-0.56966,-1.58242,-0.44898,-0.42171,-0.09374
3446.3,21.1,-0.56944,-1.58242,-0.44884,-0.42158,-0.09926
3454.3,21.17,-0.56922,-1.58242,-0.44869,-0.42145,-0.0989
