TIME (SECONDS),asi_descent: ALTITUDE (KM),asi_descent: PRESSURE (BARS),asi_descent: TEMPERATURE (KELVINS),asi_descent: DENSITY (KG/M^3),asi_descent: GRAVITY (M/S^2),asi_descent: dz/dt (M/S),asi_descent: dT/dz (KELVINS/KILOMETER),dwe_wind: TEMPERATURE (KELVINS),dwe_wind: PRESSURE (BARS),dwe_wind: WIND (METER SECOND^-1),nep_scatter: PRESSURE (BARS),nep_scatter: 5.8 DEGREES (COUNTS),nep_scatter: 16 DEGREES (COUNTS),nep_scatter: 40 DEGREES (COUNTS),nep_scatter: 70 DEGREES (COUNTS),nep_scatter: 178 DEGREES (COUNTS),nfr_mctcnfdn: A (broad infrared) (W/m^2),nfr_mctcnfdn: B (solar radiation) (W/m^2),nfr_mctcnfdn: C (water absorption) (W/m^2),nfr_mctcnfdn: D (water emission) (W/m^2),nfr_mctcnfdn: E (methane absorption) (W/m^2),nfr_mctcnfdn: F (blind) (W/m^2)
-2.6,-99999.0,-99999.0,-99999,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.3981,1472,2240,3008,4352,-22530,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999
0.4,-99999.0,-99999.0,-99999,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4058,928,1152,1600,2176,-31740,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999
3.4,-99999.0,-99999.0,-99999,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4136,400,256,592,656,24580,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999
6.4,-99999.0,-99999.0,-99999,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4214,368,212,544,592,25600,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999
9.4,-99999.0,-99999.0,-99999,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4292,416,288,448,464,11010,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999
12.4,-99999.0,-99999.0,-99999,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.437,432,272,160,120,1088,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999
14.2,-99999.0,-99999.0,-99999,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.44095,392,248,158,118,976,30.522,-6.474,-2.861,15.378,-4.507,0
15.4,-99999.0,-99999.0,-99999,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4449,352,224,156,116,864,22.17733333333333,-5.567,-1.8943333333333334,11.232333333333333,-3.851,0
18.4,-99999.0,-99999.0,-99999,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4527,320,208,156,112,800,13.832666666666665,-4.66,-0.9276666666666666,7.086666666666666,-3.1950000000000003,0
18.8,-99999.0,-99999.0,-99999,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4553333333333333,325,211,152,109,811,5.488,-3.753,0.039,2.941,-2.539,0
19.2,17.291,0.46809,130,0.10004,23.265,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4579666666666667,331,213,148,107,821,5.54275,-4.03575,0.08399999999999999,2.98175,-2.688,0
21.4,17.170749999999998,0.47091,130,0.1004475,23.265,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4606,336,216,144,104,832,5.5975,-4.3185,0.129,3.0225,-2.8369999999999997,0
24.4,17.0505,0.47373,130,0.100855,23.265,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4685,320,200,148,104,752,5.65225,-4.60125,0.174,3.06325,-2.9859999999999998,0
24.8,16.93025,0.47655000000000003,131,0.1012625,23.265,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4716666666666667,315,200,147,103,731,5.707,-4.884,0.219,3.104,-3.135,0
25.3,16.81,0.47937,131,0.10167,23.265,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.47483333333333333,309,200,145,101,709,5.808,-4.351500000000001,0.2895,3.1390000000000002,-2.815,0
28.0,16.569499999999998,0.485105,132,0.10249,23.2655,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.478,304,200,144,100,688,5.909,-3.819,0.36,3.1740000000000004,-2.495,0
30.2,16.329,0.49084,132,0.10331,23.266,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4815333333333333,304,197,140,101,683,6.01,-3.2865,0.4305,3.209,-2.175,0
30.8,16.169,0.49471666666666664,132,0.10386,23.266,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.48506666666666665,304,195,136,103,677,6.111,-2.754,0.501,3.244,-1.855,0
32.0,16.009,0.49859333333333333,133,0.10441,23.266,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4886,304,192,132,104,672,5.9792499999999995,-4.72825,0.3765,3.241,-2.97925,0
35.4,15.849,0.50247,133,0.10496,23.266,-92.1,-2.083,-99999.0,-99999.0,-99999.0,0.4939,280,178,132,102,568,5.8475,-6.702500000000001,0.252,3.2380000000000004,-4.1035,0
36.0,15.729,0.505425,133,0.07872,23.26625,-92.39999999999999,-2.08325,-99999.0,-99999.0,-99999.0,0.4992,256,164,132,100,464,5.71575,-8.67675,0.1275,3.2350000000000003,-5.22775,0
36.8,15.609,0.50838,134,0.05248,23.2665,-92.69999999999999,-2.0835,-99999.0,-99999.0,-99999.0,0.5045,250,164,136,100,432,5.584,-10.651,0.003,3.232,-6.352,0
40.0,15.489,0.511335,134,0.02624,23.26675,-93.0,-2.08375,-99999.0,-99999.0,-99999.0,0.5098,244,164,140,100,400,5.793,-8.396333333333333,0.134,3.263666666666667,-5.072333333333334,0
41.0,15.369,0.51429,134,0.0,23.267,-93.3,-2.084,-99999.0,-99999.0,-99999.0,0.5133333333333333,245,163,141,100,405,6.002,-6.141666666666667,0.265,3.2953333333333332,-3.792666666666667,0
42.8,15.209333333333333,0.51829,134,0.036103333333333334,23.267,-95.33333333333333,-2.0846666666666667,-99999.0,-99999.0,-99999.0,0.5168666666666667,247,161,143,100,411,6.211,-3.887,0.396,3.327,-2.513,0
44.0,15.049666666666667,0.52229,135,0.07220666666666667,23.267,-97.36666666666667,-2.0853333333333333,-99999.0,-99999.0,-99999.0,0.5204,248,160,144,100,416,6.22325,-3.91975,0.35400000000000004,3.31925,-2.56675,0
45.7,14.89,0.52629,135,0.10831,23.267,-99.4,-2.086,-99999.0,-99999.0,-99999.0,0.5257499999999999,268,170,146,102,504,6.2355,-3.9524999999999997,0.312,3.3114999999999997,-2.6205,0
48.0,14.73,0.5303466666666667,135,0.10887333333333334,23.267,-100.06666666666668,-2.086,-99999.0,-99999.0,-99999.0,0.5311,288,180,148,104,592,6.24775,-3.9852499999999997,0.27,3.30375,-2.6742500000000002,0
48.8,14.57,0.5344033333333333,136,0.10943666666666667,23.267,-100.73333333333333,-2.086,-99999.0,-99999.0,-99999.0,0.5346333333333333,277,175,145,103,544,6.26,-4.018,0.228,3.296,-2.728,0
50.5,14.41,0.53846,136,0.11,23.267,-101.4,-2.086,-99999.0,-99999.0,-99999.0,0.5381666666666667,267,169,143,101,496,6.231333333333334,-3.985,0.259,3.255333333333333,-2.708666666666667,0
52.0,14.250333333333334,0.5425800000000001,136,0.11056666666666666,23.267333333333333,-99.33333333333334,-2.086333333333333,-99999.0,-99999.0,-99999.0,0.5417,256,164,140,100,448,6.2026666666666666,-3.952,0.29000000000000004,3.2146666666666666,-2.6893333333333334,0
54.8,14.090666666666666,0.5467,137,0.11113333333333333,23.267666666666667,-97.26666666666667,-2.086666666666667,-99999.0,-99999.0,-99999.0,0.5453,261,165,141,101,459,6.174,-3.919,0.321,3.174,-2.67,0
55.3,13.931,0.55082,137,0.1117,23.268,-95.2,-2.087,-99999.0,-99999.0,-99999.0,0.5488999999999999,267,167,143,103,469,6.191000000000001,-3.741875,0.3405,3.1647499999999997,-2.5717499999999998,0
56.0,13.771333333333333,0.5550033333333333,137,0.11227333333333334,23.268,-93.73333333333333,-2.0873333333333335,-99999.0,-99999.0,-99999.0,0.5525,272,168,144,104,480,6.208,-3.56475,0.36,3.1555,-2.4735,0
60.0,13.611666666666666,0.5591866666666667,138,0.11284666666666666,23.268,-92.26666666666667,-2.087666666666667,-99999.0,-99999.0,-99999.0,0.5632,320,184,152,112,624,6.225,-3.387625,0.3795,3.14625,-2.37525,0
60.4,13.452,0.56337,138,0.11342,23.268,-90.8,-2.088,-99999.0,-99999.0,-99999.0,0.5668,315,184,152,113,581,6.242,-3.2104999999999997,0.399,3.137,-2.277,0
63.7,13.292333333333334,0.5676166666666667,138,0.11399333333333334,23.268,-90.16666666666667,-2.0883333333333334,138.5564,0.5704,86.4954,0.5704,309,184,152,115,539,6.259,-3.033375,0.4185,3.12775,-2.17875,0
64.0,13.132666666666667,0.5718633333333334,139,0.11456666666666668,23.268,-89.53333333333333,-2.0886666666666667,138.76038,0.57302,86.48546,0.574,304,184,152,116,496,6.276,-2.8562499999999997,0.438,3.1185,-2.0805,0
65.9,12.973,0.57611,139,0.11514,23.268,-88.9,-2.089,138.96436,0.57564,86.47552,0.5781666666666666,304,185,152,113,485,6.292999999999999,-2.679125,0.45749999999999996,3.1092500000000003,-1.9822499999999998,0
68.2,12.8535,0.57934,139,0.1155775,23.268250000000002,-90.17500000000001,-2.089,139.16834,0.57826,86.46558,0.5823333333333334,304,187,152,111,475,6.31,-2.502,0.477,3.1,-1.884,0
68.7,12.734,0.58257,140,0.11601500000000001,23.2685,-91.45,-2.089,139.37232,0.5808800000000001,86.45564,0.5865,304,188,152,108,464,6.2515,-2.7135,0.43324999999999997,3.1115,-2.0015,0
69.0,12.6145,0.5858000000000001,140,0.1164525,23.268749999999997,-92.725,-2.089,139.5763,0.5835,86.4457,0.5899,300,190,153,109,440,6.193,-2.925,0.38949999999999996,3.123,-2.1189999999999998,0
71.1,12.495,0.58903,140,0.11689,23.269,-94.0,-2.089,139.833175,0.586875,86.455625,0.5932999999999999,296,192,154,110,416,6.134499999999999,-3.1365,0.34575,3.1345,-2.2365,0
72.8,12.37525,0.59231,140,0.1173275,23.269,-94.925,-2.08925,140.09005000000002,0.5902499999999999,86.46555000000001,0.5967,292,194,155,111,392,6.076,-3.348,0.302,3.146,-2.354,0
73.7,12.2555,0.5955900000000001,140,0.117765,23.269,-95.85,-2.0895,140.346925,0.593625,86.475475,0.6001,288,196,156,112,368,6.1056,-3.3402,0.355,3.125,-2.3926000000000003,0
74.3,12.13575,0.59887,141,0.11820249999999999,23.269,-96.775,-2.08975,140.6038,0.597,86.4854,0.6046333333333334,283,200,156,113,341,6.1352,-3.3324,0.408,3.104,-2.4312,0
76.2,12.016,0.60215,141,0.11864,23.269,-97.7,-2.09,140.86427500000002,0.6004499999999999,86.51705,0.6091666666666666,277,204,156,115,315,6.1648,-3.3246,0.46099999999999997,3.0829999999999997,-2.4698,0
78.7,11.8965,0.6054775,141,0.1190825,23.269,-97.375,-2.09025,141.12475,0.6039,86.5487,0.6137,272,208,156,116,288,6.1944,-3.3168,0.514,3.062,-2.5084,0
78.8,11.777000000000001,0.608805,142,0.11952499999999999,23.269,-97.05000000000001,-2.0905,141.385225,0.6073500000000001,86.58035,0.6171,272,210,158,116,280,6.224,-3.309,0.567,3.041,-2.547,0
79.7,11.6575,0.6121325,142,0.1199675,23.269,-96.72500000000001,-2.09075,141.6457,0.6108,86.612,0.6205,272,212,160,116,272,6.247,-3.3895,0.46075,3.03025,-2.5882500000000004,0
80.8,11.538,0.61546,142,0.12041,23.269,-96.4,-2.091,141.906425,0.6143000000000001,86.66409999999999,0.6239,272,214,162,116,264,6.27,-3.4699999999999998,0.3545,3.0195,-2.6295,0
83.7,11.4185,0.618835,142,0.120855,23.26925,-95.625,-2.091,142.16715,0.6178,86.7162,0.6273,272,216,164,116,256,6.293,-3.5505,0.24825,3.00875,-2.67075,0
84.8,11.299,0.6222099999999999,142,0.12129999999999999,23.2695,-94.85,-2.091,142.427875,0.6213,86.76830000000001,0.630725,280,220,164,117,264,6.316,-3.631,0.142,2.998,-2.712,0
85.0,11.1795,0.625585,143,0.12174499999999999,23.26975,-94.075,-2.091,142.6886,0.6248,86.8204,0.63415,288,224,164,118,272,6.29,-3.6128,0.1324,2.9964000000000004,-2.7002,0
86.1,11.06,0.62896,143,0.12219,23.27,-93.3,-2.091,143.03573333333333,0.6295333333333334,86.9154,0.637575,296,228,164,119,280,6.264,-3.5946,0.12279999999999999,2.9948,-2.6884,0
88.7,10.94025,0.632385,143,0.1226375,23.27,-92.725,-2.09125,143.38286666666667,0.6342666666666666,87.0104,0.641,304,232,164,120,288,6.2379999999999995,-3.5764,0.1132,2.9932000000000003,-2.6766,0
90.3,10.8205,0.63581,144,0.123085,23.27,-92.15,-2.0915,143.73,0.639,87.1054,0.644425,304,233,166,118,284,6.212,-3.5582,0.1036,2.9916,-2.6648,0
90.8,10.70075,0.639235,144,0.1235325,23.27,-91.575,-2.09175,143.98377499999998,0.6425000000000001,87.19215,0.64785,304,234,168,116,280,6.186,-3.54,0.094,2.99,-2.653,0
91.3,10.581,0.64266,144,0.12398,23.27,-91.0,-2.092,144.23755,0.646,87.2789,0.6512749999999999,304,235,170,114,276,6.199,-3.5178,0.1024,2.9602000000000004,-2.6430000000000002,0
93.7,10.421999999999999,0.64729,144,0.12458333333333334,23.27,-90.9,-2.092,144.49132500000002,0.6495,87.36565,0.6547,304,236,172,112,272,6.212,-3.4956,0.11080000000000001,2.9304,-2.633,0
95.7,10.263,0.6519199999999999,145,0.12518666666666667,23.27,-90.8,-2.092,144.7451,0.653,87.4524,0.65815,308,241,172,115,268,6.2250000000000005,-3.4734,0.1192,2.9006000000000003,-2.623,0
96.4,10.104,0.65655,145,0.12579,23.27,-90.7,-2.092,144.9927,0.656475,87.552625,0.6616,312,246,172,118,264,6.238,-3.4512,0.1276,2.8708,-2.613,0
96.8,9.98425,0.6600775,145,0.126245,23.27025,-90.775,-2.092,145.2403,0.65995,87.65285,0.6650499999999999,316,251,172,121,260,6.251,-3.429,0.136,2.841,-2.603,0
98.7,9.8645,0.663605,146,0.1267,23.2705,-90.85,-2.092,145.4879,0.663425,87.753075,0.6685,320,256,172,124,256,6.1835,-3.4052499999999997,0.14875,2.89325,-2.5865,0
101.0,9.74475,0.6671325,146,0.12715500000000002,23.27075,-90.925,-2.092,145.7355,0.6669,87.8533,0.671975,324,256,173,125,260,6.116,-3.3815,0.1615,2.9455,-2.5700000000000003,0
101.7,9.625,0.67066,146,0.12761,23.271,-91.0,-2.092,145.98317500000002,0.67045,87.968,0.67545,328,256,174,126,264,6.0485,-3.3577500000000002,0.17425000000000002,2.99775,-2.5535,0
102.8,9.5055,0.674235,146,0.1280675,23.271,-90.85,-2.092,146.23085,0.674,88.0827,0.678925,332,256,175,127,268,5.981,-3.334,0.187,3.05,-2.537,0
103.7,9.386,0.67781,146,0.128525,23.271,-90.7,-2.092,146.478525,0.6775500000000001,88.1974,0.6824,336,256,176,128,272,5.9928,-3.2952,0.2066,2.9878,-2.5522,0
106.3,9.2665,0.681385,147,0.1289825,23.271,-90.55000000000001,-2.092,146.7262,0.6811,88.3121,0.6870333333333334,336,256,177,129,267,6.0046,-3.2564,0.22619999999999998,2.9255999999999998,-2.5674,0
107.1,9.147,0.68496,147,0.12944,23.271,-90.4,-2.092,146.974,0.684675,88.440375,0.6916666666666667,336,256,179,131,261,6.0164,-3.2176,0.2458,2.8634,-2.5826,0
108.7,9.0275,0.6885875,147,0.1299025,23.271250000000002,-90.05000000000001,-2.092,147.2218,0.68825,88.56864999999999,0.6963,336,256,180,132,256,6.0282,-3.1788000000000003,0.26539999999999997,2.8011999999999997,-2.5978,0
108.8,8.908000000000001,0.692215,148,0.130365,23.2715,-89.7,-2.092,147.4696,0.691825,88.696925,0.699775,340,256,179,130,256,6.04,-3.14,0.285,2.739,-2.613,0
111.7,8.7885,0.6958425,148,0.13082749999999999,23.271749999999997,-89.35,-2.092,147.7174,0.6954,88.8252,0.70325,344,256,178,128,256,5.98475,-3.1445,0.2845,2.59925,-2.607,0
112.2,8.669,0.69947,148,0.13129,23.272,-89.0,-2.092,147.960575,0.69895,88.9634,0.706725,348,256,177,126,256,5.9295,-3.149,0.284,2.4595000000000002,-2.601,0
113.7,8.5495,0.70315,148,0.13175499999999998,23.272,-88.6,-2.092,148.20375,0.7025,89.10159999999999,0.7102,352,256,176,124,256,5.87425,-3.1535,0.2835,2.31975,-2.5949999999999998,0
114.8,8.43,0.7068300000000001,148,0.13222,23.272,-88.2,-2.092,148.446925,0.7060500000000001,89.2398,0.7141500000000001,360,260,178,127,268,5.819,-3.158,0.283,2.18,-2.589,0
117.0,8.310500000000001,0.71051,149,0.132685,23.272,-87.80000000000001,-2.092,148.6901,0.7096,89.378,0.7181,368,264,180,130,280,5.808909090909091,-3.1029999999999998,0.31990909090909087,2.199818181818182,-2.5585454545454547,0
117.8,8.191,0.71419,149,0.13315,23.272,-87.4,-2.092,149.00983333333335,0.7143333333333334,89.5747,0.72205,376,268,182,133,292,5.798818181818182,-3.048,0.3568181818181818,2.2196363636363636,-2.528090909090909,0
119.3,8.031666666666666,0.7191633333333334,149,0.13377666666666665,23.272,-86.73333333333333,-2.091666666666667,149.32956666666666,0.7190666666666666,89.7714,0.726,384,272,184,136,304,5.7887272727272725,-2.993,0.3937272727272727,2.239454545454546,-2.4976363636363637,0
122.3,7.872333333333334,0.7241366666666667,150,0.13440333333333335,23.272,-86.06666666666668,-2.0913333333333335,149.6493,0.7238,89.9681,0.7316333333333334,400,277,184,133,315,5.778636363636363,-2.9379999999999997,0.4306363636363636,2.2592727272727275,-2.4671818181818184,0
123.3,7.713,0.72911,150,0.13503,23.272,-85.4,-2.091,149.96906666666666,0.7286333333333334,90.17956666666667,0.7372666666666666,416,283,184,131,325,5.768545454545454,-2.883,0.4675454545454545,2.2790909090909093,-2.4367272727272726,0
125.3,7.5536666666666665,0.7341566666666667,150,0.13566,23.272333333333332,-86.13333333333334,-2.091,150.28883333333334,0.7334666666666666,90.39103333333334,0.7429,432,288,184,128,336,5.758454545454546,-2.828,0.5044545454545454,2.298909090909091,-2.4062727272727273,0
127.7,7.394333333333334,0.7392033333333333,151,0.13629,23.272666666666666,-86.86666666666666,-2.091,150.6086,0.7383,90.6025,0.7485333333333334,432,288,185,128,357,5.748363636363637,-2.773,0.5413636363636363,2.3187272727272727,-2.3758181818181816,0
128.8,7.235,0.74425,151,0.13692,23.273,-87.6,-2.091,150.9283,0.7432,90.82673333333334,0.7541666666666667,432,288,187,128,379,5.738272727272728,-2.718,0.5782727272727273,2.3385454545454545,-2.3453636363636363,0
131.3,7.1155,0.7480875,151,0.137395,23.273,-87.57499999999999,-2.091,151.248,0.7481,91.05096666666667,0.7598,432,288,188,128,400,5.7281818181818185,-2.663,0.6151818181818182,2.3583636363636367,-2.314909090909091,0
133.0,6.996,0.751925,152,0.13787,23.273,-87.55,-2.091,151.5677,0.753,91.2752,0.7640750000000001,436,288,191,129,408,5.718090909090909,-2.608,0.652090909090909,2.3781818181818184,-2.2844545454545453,0
134.2,6.8765,0.7557625,152,0.138345,23.273,-87.525,-2.091,151.800825,0.7565999999999999,91.44749999999999,0.7683500000000001,440,288,194,130,416,5.708,-2.553,0.689,2.398,-2.254,0
134.4,6.757,0.7596,152,0.13882,23.273,-87.5,-2.091,152.03395,0.7602,91.6198,0.772625,444,288,197,131,424,5.64725,-2.6487499999999997,0.568,2.5332500000000002,-2.2725,0
137.3,6.63725,0.7634925,152,0.1393,23.273,-87.1,-2.09075,152.267075,0.7638,91.7921,0.7769,448,288,200,132,432,5.5865,-2.7445,0.44699999999999995,2.6685,-2.291,0
138.3,6.5175,0.767385,152,0.13978000000000002,23.273,-86.7,-2.0905,152.5002,0.7674,91.9644,0.7811750000000001,472,296,199,132,432,5.52575,-2.84025,0.32599999999999996,2.80375,-2.3095,0
138.8,6.397749999999999,0.7712775000000001,153,0.14026,23.273,-86.30000000000001,-2.09025,152.72625,0.77095,92.139725,0.78545,496,304,198,132,432,5.465,-2.936,0.205,2.939,-2.328,0
139.7,6.278,0.77517,153,0.14074,23.273,-85.9,-2.09,152.9523,0.7745,92.31505,0.789725,520,312,197,132,432,5.365,-2.9139999999999997,0.22949999999999998,2.8565,-2.30375,0
143.3,6.1585,0.7791175,153,0.1412225,23.27325,-85.17500000000001,-2.09,153.17835000000002,0.7780499999999999,92.490375,0.794,544,320,196,132,432,5.265000000000001,-2.892,0.254,2.774,-2.2794999999999996,0
143.7,6.039,0.783065,154,0.141705,23.2735,-84.45,-2.09,153.4044,0.7816,92.6657,0.79742,538,314,195,132,442,5.165,-2.87,0.27849999999999997,2.6915,-2.2552499999999998,0
144.8,5.919499999999999,0.7870125,154,0.1421875,23.27375,-83.725,-2.09,153.7059,0.7863666666666667,92.90903333333334,0.80084,531,307,194,132,451,5.065,-2.848,0.303,2.609,-2.231,0
145.5,5.8,0.79096,154,0.14267,23.274,-83.0,-2.09,154.0074,0.7911333333333334,93.15236666666667,0.8042600000000001,525,301,194,132,461,5.1795,-2.92,0.3455,2.6145,-2.2645,0
149.0,5.68025,0.79496,154,0.1431575,23.274,-82.025,-2.08975,154.3089,0.7959,93.3957,0.8076800000000001,518,294,193,132,470,5.2940000000000005,-2.992,0.388,2.62,-2.298,0
149.3,5.560499999999999,0.79896,154,0.143645,23.274,-81.05,-2.0895,154.53485,0.799525,93.58460000000001,0.8111,512,288,192,132,480,5.4085,-3.064,0.4305,2.6254999999999997,-2.3315,0
150.8,5.4407499999999995,0.80296,155,0.1441325,23.274,-80.07499999999999,-2.08925,154.76080000000002,0.80315,93.77350000000001,0.8154250000000001,512,288,192,132,484,5.523,-3.136,0.473,2.631,-2.365,0
151.4,5.321,0.80696,155,0.14462,23.274,-79.1,-2.089,154.98675,0.806775,93.9624,0.81975,512,288,192,132,488,5.5215,-3.0865,0.409,2.5894999999999997,-2.3232500000000003,0
154.3,5.201499999999999,0.8110175,155,0.14511,23.274,-78.44999999999999,-2.089,155.2127,0.8104,94.1513,0.824075,512,288,192,132,492,5.52,-3.037,0.345,2.548,-2.2815000000000003,0
155.3,5.082,0.815075,156,0.1456,23.274,-77.8,-2.089,155.43805,0.814075,94.345825,0.8284,512,288,192,132,496,5.5185,-2.9875000000000003,0.28099999999999997,2.5065,-2.23975,0
156.8,4.9625,0.8191325,156,0.14609,23.274,-77.15,-2.089,155.66340000000002,0.81775,94.54035,0.832725,512,288,193,130,508,5.517,-2.938,0.217,2.465,-2.198,0
157.5,4.843,0.82319,156,0.14658,23.274,-76.5,-2.089,155.88875000000002,0.821425,94.734875,0.8370500000000001,512,288,194,128,520,5.44775,-2.93325,0.2445,2.4364999999999997,-2.211,0
159.7,4.72325,0.8273025,156,0.14707499999999998,23.274250000000002,-76.775,-2.08875,156.1141,0.8251,94.9294,0.841375,512,288,195,126,532,5.378500000000001,-2.9285,0.272,2.408,-2.224,0
161.3,4.6035,0.831415,156,0.14756999999999998,23.2745,-77.05,-2.0885,156.33605,0.8287249999999999,95.126575,0.8457,512,288,196,124,544,5.3092500000000005,-2.92375,0.2995,2.3795,-2.237,0
162.8,4.48375,0.8355275,157,0.148065,23.274749999999997,-77.32499999999999,-2.08825,156.558,0.8323499999999999,95.32375,0.850075,520,292,196,124,544,5.24,-2.919,0.327,2.351,-2.25,0
163.8,4.364,0.83964,157,0.14856,23.275,-77.6,-2.088,156.77995,0.835975,95.520925,0.8544499999999999,528,296,196,124,544,5.202,-2.84525,0.31075,2.335,-2.2425,0
165.0,4.24425,0.8438100000000001,157,0.1490575,23.275,-78.5,-2.088,157.0019,0.8396,95.7181,0.858825,536,300,196,124,544,5.164,-2.7715,0.2945,2.319,-2.2350000000000003,0
167.3,4.124499999999999,0.84798,158,0.149555,23.275,-79.4,-2.088,157.2235,0.8433,95.920975,0.8632,544,304,196,124,544,5.126,-2.69775,0.27825,2.303,-2.2275,0
168.8,4.00475,0.85215,158,0.15005249999999998,23.275,-80.3,-2.088,157.4451,0.847,96.12385,0.867575,548,304,197,123,560,5.088,-2.624,0.262,2.287,-2.22,0
170.0,3.885,0.85632,158,0.15055,23.275,-81.2,-2.088,157.6667,0.8507,96.32672500000001,0.87195,552,304,198,122,576,5.05725,-2.6345,0.26975,2.3085,-2.231,0
170.3,3.76525,0.8605475,158,0.15105,23.275,-81.8,-2.08775,157.8883,0.8544,96.5296,0.876325,556,304,199,121,592,5.0265,-2.645,0.27749999999999997,2.33,-2.242,0
173.3,3.6455,0.864775,158,0.15155,23.275,-82.4,-2.0875000000000004,158.109875,0.85815,96.737275,0.8807,560,304,200,120,608,4.99575,-2.6555,0.28525,2.3515,-2.253,0
174.8,3.52575,0.8690024999999999,159,0.15205,23.275,-83.0,-2.08725,158.33145,0.8619,96.94495,0.8856,560,304,200,120,608,4.965,-2.666,0.293,2.373,-2.264,0
175.5,3.406,0.87323,159,0.15255,23.275,-83.6,-2.087,158.553025,0.86565,97.152625,0.8905000000000001,560,304,200,120,608,4.958666666666667,-2.683333333333333,0.2763333333333333,2.341,-2.2576666666666663,0
175.7,3.286,0.8775149999999999,159,0.153055,23.27525,-83.64999999999999,-2.0867500000000003,158.7746,0.8694,97.3603,0.8954,560,304,200,120,608,4.952333333333334,-2.7006666666666668,0.25966666666666666,2.309,-2.251333333333333,0
180.0,3.1660000000000004,0.8817999999999999,160,0.15356,23.2755,-83.69999999999999,-2.0865,159.21705,0.877,97.7852,0.9003,560,304,200,120,608,4.946,-2.718,0.243,2.277,-2.2449999999999997,0
181.0,3.0460000000000003,0.886085,160,0.154065,23.27575,-83.75,-2.0862499999999997,159.6595,0.8846,98.2101,0.90545,556,300,199,121,608,4.939666666666667,-2.735333333333333,0.22633333333333333,2.245,-2.2386666666666666,0
181.3,2.926,0.89037,160,0.15457,23.276,-83.8,-2.086,160.09825,0.89215,98.63845,0.9106000000000001,552,296,198,122,608,4.933333333333334,-2.752666666666667,0.20966666666666664,2.213,-2.232333333333333,0
186.3,2.7663333333333333,0.8961566666666667,160,0.15525,23.276,-82.63333333333333,-2.086,160.537,0.8997,99.0668,0.9157500000000001,548,292,197,123,608,4.9270000000000005,-2.77,0.19299999999999998,2.181,-2.226,0
187.0,2.606666666666667,0.9019433333333333,161,0.15593,23.276,-81.46666666666667,-2.086,160.755525,0.9035000000000001,99.28375,0.9209,544,288,196,124,608,4.9206666666666665,-2.787333333333333,0.17633333333333331,2.149,-2.2196666666666665,0
187.2,2.447,0.90773,161,0.15661,23.276,-80.3,-2.086,160.97405,0.9073,99.5007,0.9243666666666667,547,285,197,123,605,4.914333333333333,-2.804666666666667,0.15966666666666665,2.117,-2.2133333333333334,0
188.2,2.3272500000000003,0.9121325,161,0.1571225,23.27625,-79.875,-2.08575,161.192575,0.9111,99.71765,0.9278333333333334,549,283,199,121,603,4.908,-2.822,0.143,2.085,-2.207,0
191.7,2.2075,0.9165350000000001,162,0.157635,23.2765,-79.44999999999999,-2.0854999999999997,161.4111,0.9149,99.9346,0.9313,552,280,200,120,600,4.9355,-2.6835,0.16199999999999998,2.064,-2.211,0
192.8,2.0877499999999998,0.9209375000000001,162,0.1581475,23.27675,-79.02499999999999,-2.08525,161.62945000000002,0.918775,100.155625,0.9347666666666666,555,277,201,119,597,4.963,-2.545,0.181,2.043,-2.215,0
193.0,1.968,0.92534,162,0.15866,23.277,-78.6,-2.085,161.8478,0.92265,100.37665000000001,0.9382333333333334,557,275,203,117,595,4.9510000000000005,-2.5745,0.237,2.0642500000000004,-2.2155,0
