TIME (SECONDS),asi_descent: ALTITUDE (KM),asi_descent: PRESSURE (BARS),asi_descent: TEMPERATURE (KELVINS),asi_descent: DENSITY (KG/M^3),asi_descent: GRAVITY (M/S^2),asi_descent: dz/dt (M/S),asi_descent: dT/dz (KELVINS/KILOMETER),dwe_wind: TEMPERATURE (KELVINS),dwe_wind: PRESSURE (BARS),dwe_wind: WIND (METER SECOND^-1),nep_scatter: PRESSURE (BARS),nep_scatter: 5.8 DEGREES (COUNTS),nep_scatter: 16 DEGREES (COUNTS),nep_scatter: 40 DEGREES (COUNTS),nep_scatter: 70 DEGREES (COUNTS),nep_scatter: 178 DEGREES (COUNTS),nfr_mctcnfdn: A (broad infrared) (W/m^2),nfr_mctcnfdn: B (solar radiation) (W/m^2),nfr_mctcnfdn: C (water absorption) (W/m^2),nfr_mctcnfdn: D (water emission) (W/m^2),nfr_mctcnfdn: E (methane absorption) (W/m^2),nfr_mctcnfdn: F (blind) (W/m^2)
2661.0,-108.0075,14.81775,380,1.080175,23.359,-31.1,-1.94325,376.3799,14.3175,169.6951,14.755,-328,-408,-672,-932,-296,-0.03974999999999998,0.8627499999999999,7.052,5.06975,0.9410000000000001,0
2664.8,-108.07124999999999,14.834125,380,1.0810125,23.359,-31.1,-1.943375,376.53945,14.33795,169.6874,14.77,-336,-416,-688,-936,-304,0.151,0.951,6.827,5.194,0.989,0
2666.3,-108.13499999999999,14.8505,380,1.08185,23.359,-31.1,-1.9435,376.699,14.3584,169.6797,14.785,-344,-424,-704,-940,-312,0.11499999999999999,0.8783333333333333,7.323333333333333,5.487333333333333,0.985,0
2668.3,-108.19875,14.866875,381,1.0826875,23.359,-31.1,-1.943625,376.8038,14.371833333333333,169.67473333333334,14.8,-352,-432,-720,-944,-320,0.079,0.8056666666666666,7.819666666666667,5.780666666666667,0.981,0
2670.8,-108.2625,14.88325,381,1.0835249999999998,23.359,-31.1,-1.94375,376.9086,14.385266666666666,169.66976666666667,14.81,-363,-437,-733,-949,-325,0.043,0.733,8.316,6.074,0.977,0
2671.7,-108.32625,14.899625,381,1.0843625,23.359,-31.1,-1.943875,377.0134,14.3987,169.6648,14.82,-373,-443,-747,-955,-331,-0.13233333333333336,0.8486666666666667,8.377666666666666,6.182333333333333,1.0853333333333333,0
2675.4,-108.39,14.916,381,1.0852,23.359,-31.1,-1.944,377.1135,14.4116,169.6602,14.83,-384,-448,-760,-960,-336,-0.3076666666666667,0.9643333333333334,8.439333333333334,6.290666666666667,1.1936666666666667,0
2676.8,-108.44777777777777,14.930666666666667,381,1.0859444444444444,23.359,-31.07777777777778,-1.944,377.2136,14.4245,169.65560000000002,14.84,-395,-453,-773,-965,-341,-0.483,1.08,8.501,6.399,1.302,0
2677.0,-108.50555555555556,14.945333333333334,381,1.0866888888888888,23.359,-31.055555555555557,-1.944,377.3137,14.4374,169.651,14.85,-405,-459,-787,-971,-347,-0.501,1.09575,8.881499999999999,6.38825,1.30325,0
2677.3,-108.56333333333333,14.96,381,1.0874333333333333,23.359,-31.033333333333335,-1.944,377.46335,14.456700000000001,169.64425,14.86,-416,-464,-800,-976,-352,-0.519,1.1115,9.262,6.3774999999999995,1.3045,0
2682.3,-108.6211111111111,14.974666666666668,381,1.0881777777777777,23.359,-31.011111111111113,-1.944,377.613,14.476,169.6375,14.883333333333333,-405,-453,-768,-981,-363,-0.537,1.12725,9.6425,6.36675,1.30575,0
2682.8,-108.67888888888889,14.989333333333333,382,1.0889222222222223,23.359,-30.988888888888887,-1.944,377.7128333333333,14.488900000000001,169.63313333333332,14.906666666666666,-395,-443,-736,-987,-373,-0.555,1.143,10.023,6.356,1.307,0
2685.3,-108.73666666666666,15.004,382,1.0896666666666668,23.359,-30.966666666666665,-1.944,377.8126666666667,14.5018,169.62876666666668,14.93,-384,-432,-704,-992,-384,-0.527,0.9573333333333334,10.458333333333334,6.559333333333333,1.2466666666666666,0
2687.7,-108.79444444444444,15.018666666666666,382,1.0904111111111112,23.359,-30.944444444444443,-1.944,377.9125,14.5147,169.6244,14.942,-397,-442,-717,-995,-378,-0.499,0.7716666666666667,10.893666666666666,6.762666666666667,1.1863333333333332,0
2688.8,-108.85222222222222,15.033333333333333,382,1.0911555555555557,23.359,-30.92222222222222,-1.944,378.0136,14.527733333333334,169.6201,14.954,-410,-451,-730,-998,-371,-0.471,0.586,11.329,6.966,1.126,0
2691.7,-108.91,15.048,382,1.0919,23.359,-30.9,-1.944,378.1147,14.540766666666666,169.6158,14.966,-422,-461,-742,-1002,-365,-0.4855,0.7135,11.33525,6.98975,1.1869999999999998,0
2693.0,-108.961,15.0613,382,1.09258,23.3591,-30.82,-1.9441,378.2158,14.5538,169.6115,14.978,-435,-470,-755,-1005,-358,-0.5,0.841,11.3415,7.0135000000000005,1.248,0
2693.3,-109.012,15.0746,382,1.0932600000000001,23.3592,-30.74,-1.9442,378.31753333333336,14.5669,169.6073,14.99,-448,-480,-768,-1008,-352,-0.5145,0.9685,11.34775,7.03725,1.3090000000000002,0
2694.8,-109.063,15.0879,382,1.0939400000000001,23.3593,-30.66,-1.9443,378.41926666666666,14.58,169.60309999999998,15.01,-437,-480,-800,-1035,-379,-0.529,1.096,11.354,7.061,1.37,0
2698.3,-109.114,15.1012,382,1.0946200000000001,23.3594,-30.58,-1.9444,378.521,14.5931,169.5989,15.030000000000001,-427,-480,-832,-1061,-405,-0.516,1.046,11.8795,7.483750000000001,1.39575,0
2701.3,-109.16499999999999,15.1145,382,1.0953,23.3595,-30.5,-1.9445,378.67359999999996,14.6128,169.5928,15.05,-416,-480,-864,-1088,-432,-0.503,0.996,12.405,7.9065,1.4215,0
2703.7,-109.216,15.127799999999999,383,1.09598,23.3596,-30.42,-1.9446,378.8262,14.6325,169.5867,15.065000000000001,-428,-476,-876,-1088,-408,-0.49,0.9460000000000001,12.930499999999999,8.32925,1.4472500000000001,0
2708.2,-109.267,15.1411,383,1.09666,23.3597,-30.34,-1.9447,378.97749999999996,14.6521,169.5808,15.08,-440,-472,-888,-1088,-384,-0.477,0.896,13.456,8.752,1.473,0
2709.0,-109.318,15.154399999999999,383,1.09734,23.3598,-30.26,-1.9448,379.1288,14.6717,169.5749,15.094999999999999,-452,-468,-900,-1088,-360,-0.417,0.934,13.593,8.60825,1.4732500000000002,0
2709.3,-109.369,15.1677,383,1.09802,23.3599,-30.18,-1.9449,379.203625,14.6814,169.572075,15.11,-464,-464,-912,-1088,-336,-0.357,0.972,13.73,8.464500000000001,1.4735,0
2709.9,-109.42,15.181,383,1.0987,23.36,-30.1,-1.945,379.27845,14.691099999999999,169.56925,15.125,-480,-468,-908,-1104,-356,-0.297,1.01,13.866999999999999,8.32075,1.47375,0
2712.8,-109.47777777777777,15.195777777777778,383,1.0994555555555556,23.36,-30.0,-1.944888888888889,379.353275,14.7008,169.566425,15.14,-496,-472,-904,-1120,-376,-0.237,1.048,14.004,8.177,1.474,0
2714.3,-109.53555555555556,15.210555555555555,383,1.100211111111111,23.36,-29.900000000000002,-1.9447777777777777,379.4281,14.7105,169.5636,15.155,-512,-476,-900,-1136,-396,-0.2553333333333333,1.11,14.120666666666667,8.344333333333333,1.5873333333333333,0
2717.3,-109.59333333333333,15.225333333333333,383,1.1009666666666666,23.36,-29.8,-1.9446666666666668,379.5279,14.723466666666667,169.55993333333333,15.17,-528,-480,-896,-1152,-416,-0.27366666666666667,1.172,14.237333333333332,8.511666666666667,1.7006666666666668,0
2718.8,-109.6511111111111,15.24011111111111,383,1.1017222222222223,23.36,-29.7,-1.9445555555555556,379.6277,14.736433333333332,169.5562666666667,15.182,-518,-480,-902,-1152,-426,-0.292,1.234,14.354,8.679,1.814,0
2719.7,-109.7088888888889,15.254888888888889,384,1.1024777777777777,23.36,-29.6,-1.9444444444444444,379.7275,14.7494,169.5526,15.194,-509,-480,-909,-1152,-435,-0.24,1.212,15.1585,8.6665,1.8325,0
2724.8,-109.76666666666667,15.269666666666666,384,1.1032333333333333,23.36,-29.5,-1.9443333333333332,379.87765,14.769,169.5473,15.206,-499,-480,-915,-1152,-445,-0.188,1.19,15.963,8.654,1.851,0
2725.0,-109.82444444444444,15.284444444444444,384,1.103988888888889,23.36,-29.4,-1.9442222222222223,380.0278,14.7886,169.542,15.218,-490,-480,-922,-1152,-454,-0.2016,1.0962,16.2076,8.8644,1.7966,0
2725.3,-109.88222222222223,15.299222222222221,384,1.1047444444444443,23.36,-29.3,-1.9441111111111111,380.12933333333336,14.801866666666667,169.5385,15.23,-480,-480,-928,-1152,-464,-0.2152,1.0024,16.452199999999998,9.0748,1.7422,0
2726.1,-109.94,15.314,384,1.1055,23.36,-29.2,-1.944,380.23086666666666,14.815133333333334,169.535,15.2475,-484,-480,-952,-1152,-452,-0.2288,0.9086,16.6968,9.2852,1.6878,0
2730.3,-109.99666666666667,15.328888888888889,384,1.1062555555555555,23.36011111111111,-29.255555555555556,-1.9441111111111111,380.3324,14.8284,169.5315,15.265,-488,-480,-976,-1152,-440,-0.2424,0.8148,16.9414,9.4956,1.6334,0
2730.8,-110.05333333333333,15.343777777777778,384,1.1070111111111112,23.360222222222223,-29.31111111111111,-1.9442222222222223,380.43413333333336,14.841733333333334,169.52813333333333,15.2825,-492,-480,-1000,-1152,-428,-0.256,0.721,17.186,9.706,1.579,0
2733.3,-110.11,15.358666666666666,384,1.1077666666666666,23.360333333333333,-29.366666666666667,-1.9443333333333332,380.53586666666666,14.855066666666666,169.52476666666666,15.3,-496,-480,-1024,-1152,-416,-0.31933333333333336,0.5569999999999999,17.831666666666667,9.795,1.501,0
2735.7,-110.16666666666667,15.373555555555555,384,1.1085222222222222,23.360444444444443,-29.42222222222222,-1.9444444444444444,380.6376,14.8684,169.5214,15.315000000000001,-504,-480,-1016,-1152,-428,-0.3826666666666667,0.39299999999999996,18.477333333333334,9.884,1.423,0
2736.8,-110.22333333333333,15.388444444444445,385,1.1092777777777778,23.360555555555557,-29.477777777777778,-1.9445555555555556,380.78970000000004,14.888349999999999,169.51655,15.33,-512,-480,-1008,-1152,-440,-0.446,0.229,19.123,9.973,1.345,0
2741.0,-110.28,15.403333333333334,385,1.1100333333333334,23.360666666666667,-29.53333333333333,-1.9446666666666668,380.9418,14.9083,169.5117,15.344999999999999,-520,-480,-1000,-1152,-452,-0.25033333333333335,0.3903333333333333,18.687,10.236,1.512,0
2741.3,-110.33666666666667,15.418222222222223,385,1.1107888888888888,23.360777777777777,-29.58888888888889,-1.9447777777777777,381.016225,14.9181,169.509425,15.36,-528,-480,-992,-1152,-464,-0.0546666666666667,0.5516666666666666,18.251,10.499,1.679,0
2742.8,-110.39333333333333,15.433111111111112,385,1.1115444444444444,23.36088888888889,-29.644444444444442,-1.944888888888889,381.09065,14.927900000000001,169.50715,15.372,-544,-486,-995,-1165,-470,0.141,0.713,17.815,10.762,1.846,0
2744.2,-110.45,15.448,385,1.1123,23.361,-29.7,-1.945,381.165075,14.9377,169.504875,15.384,-560,-493,-998,-1178,-477,-0.02400000000000002,0.8736666666666667,17.875,10.749,1.901,0
2746.3,-110.50666666666667,15.463000000000001,385,1.1130555555555557,23.361,-29.666666666666664,-1.944888888888889,381.2395,14.9475,169.5026,15.395999999999999,-576,-499,-1002,-1190,-483,-0.18900000000000003,1.0343333333333333,17.935000000000002,10.736,1.9560000000000002,0
2748.8,-110.56333333333333,15.478,385,1.113811111111111,23.361,-29.633333333333333,-1.9447777777777777,381.33823333333333,14.960533333333332,169.49966666666666,15.408,-592,-506,-1005,-1203,-490,-0.354,1.195,17.995,10.723,2.011,0
2749.3,-110.62,15.493,385,1.1145666666666667,23.361,-29.599999999999998,-1.9446666666666668,381.4369666666667,14.973566666666667,169.49673333333334,15.42,-608,-512,-1008,-1216,-496,-0.253,1.335,18.503666666666668,10.648666666666667,2.1203333333333334,0
2751.7,-110.67666666666666,15.508000000000001,385,1.1153222222222223,23.361,-29.566666666666666,-1.9445555555555556,381.5357,14.9866,169.4938,15.435,-600,-508,-1028,-1216,-488,-0.152,1.475,19.012333333333334,10.574333333333334,2.2296666666666667,0
2754.8,-110.73333333333333,15.523,386,1.1160777777777777,23.361,-29.53333333333333,-1.9444444444444444,381.6838,15.0062,169.4896,15.45,-592,-504,-1048,-1216,-480,-0.051,1.615,19.521,10.5,2.339,0
2757.0,-110.78999999999999,15.538,386,1.1168333333333333,23.361,-29.5,-1.9443333333333332,381.8319,15.0258,169.4854,15.465,-584,-500,-1068,-1216,-472,0.05811111111111112,1.591888888888889,19.708222222222222,10.652111111111111,2.349666666666667,0
2757.3,-110.84666666666666,15.553,386,1.117588888888889,23.361,-29.466666666666665,-1.9442222222222223,381.98125000000005,15.04555,169.48135000000002,15.48,-576,-496,-1088,-1216,-464,0.16722222222222224,1.5687777777777778,19.895444444444443,10.804222222222222,2.360333333333333,0
2762.3,-110.90333333333332,15.568,386,1.1183444444444444,23.361,-29.433333333333334,-1.9441111111111111,382.1306,15.0653,169.4773,15.503333333333334,-608,-512,-1088,-1216,-475,0.2763333333333334,1.5456666666666667,20.082666666666668,10.956333333333333,2.371,0
2762.4,-110.96,15.583,386,1.1191,23.361,-29.4,-1.944,382.23126666666667,15.078666666666667,169.4747,15.526666666666667,-640,-528,-1088,-1216,-485,0.3854444444444445,1.5225555555555557,20.26988888888889,11.108444444444444,2.381666666666667,0
2765.3,-111.03428571428572,15.602571428571428,386,1.1201,23.361,-29.52857142857143,-1.9438571428571427,382.3319333333333,15.092033333333333,169.4721,15.55,-672,-544,-1088,-1216,-496,0.4945555555555556,1.4994444444444444,20.45711111111111,11.260555555555555,2.392333333333333,0
2767.7,-111.10857142857142,15.622142857142858,386,1.1211,23.361,-29.657142857142855,-1.9437142857142857,382.4326,15.1054,169.4695,15.57,-667,-555,-1109,-1216,-491,0.6036666666666667,1.4763333333333333,20.644333333333332,11.412666666666667,2.403,0
2773.0,-111.18285714285715,15.641714285714286,386,1.1221,23.361,-29.785714285714285,-1.9435714285714285,382.7346,15.1456,169.4621,15.59,-661,-565,-1131,-1216,-485,0.7127777777777778,1.4532222222222222,20.831555555555557,11.564777777777778,2.413666666666667,0
2773.3,-111.25714285714285,15.661285714285714,387,1.1231,23.361,-29.914285714285715,-1.9434285714285715,382.8349,15.158966666666666,169.45973333333333,15.61,-656,-576,-1152,-1216,-480,0.8218888888888889,1.430111111111111,21.01877777777778,11.716888888888889,2.4243333333333332,0
2774.2,-111.33142857142857,15.680857142857143,387,1.1241,23.361,-30.042857142857144,-1.9432857142857143,382.9352,15.172333333333334,169.45736666666667,15.622,-666,-576,-1152,-1216,-480,0.931,1.407,21.206,11.869,2.435,0
2778.3,-111.40571428571428,15.700428571428573,387,1.1251,23.361,-30.17142857142857,-1.9431428571428573,383.0355,15.1857,169.455,15.634,-675,-576,-1152,-1216,-480,0.9953333333333334,1.5646666666666667,20.936,12.096666666666666,2.5523333333333333,0
2778.6,-111.48,15.72,387,1.1261,23.361,-30.3,-1.943,383.10965,15.195525,169.453375,15.645999999999999,-685,-576,-1152,-1216,-480,1.0596666666666668,1.7223333333333333,20.666,12.324333333333334,2.6696666666666666,0
2778.8,-111.53666666666668,15.735111111111111,387,1.1268555555555557,23.36111111111111,-30.18888888888889,-1.9428888888888889,383.1838,15.20535,169.45175,15.658,-694,-576,-1152,-1216,-480,1.124,1.88,20.396,12.552,2.787,0
2781.3,-111.59333333333333,15.750222222222222,387,1.1276111111111111,23.36122222222222,-30.07777777777778,-1.9427777777777777,383.25795000000005,15.215175,169.450125,15.67,-704,-576,-1152,-1216,-480,1.1886666666666668,1.8096666666666665,20.938,12.412666666666667,2.7216666666666667,0
2783.7,-111.65,15.765333333333334,387,1.1283666666666667,23.361333333333334,-29.96666666666667,-1.9426666666666668,383.3321,15.225,169.4485,15.685,-700,-584,-1168,-1232,-500,1.2533333333333334,1.7393333333333334,21.48,12.273333333333333,2.6563333333333334,0
2784.8,-111.70666666666666,15.780444444444445,387,1.1291222222222224,23.361444444444444,-29.855555555555558,-1.9425555555555556,383.4802,15.2447,169.4454,15.7,-696,-592,-1184,-1248,-520,1.318,1.669,22.022,12.134,2.591,0
2789.0,-111.76333333333334,15.795555555555556,388,1.1298777777777778,23.361555555555555,-29.744444444444444,-1.9424444444444444,383.6283,15.2644,169.4423,15.715,-692,-600,-1200,-1264,-540,0.8616666666666668,1.559,23.340333333333334,12.261666666666667,2.605,0
2789.3,-111.82,15.810666666666666,388,1.1306333333333334,23.361666666666665,-29.633333333333333,-1.9423333333333332,383.7271,15.277566666666667,169.44036666666665,15.73,-688,-608,-1216,-1280,-560,0.40533333333333343,1.449,24.658666666666665,12.389333333333333,2.619,0
2790.8,-111.87666666666667,15.825777777777779,388,1.131388888888889,23.361777777777778,-29.522222222222222,-1.9422222222222223,383.8259,15.290733333333334,169.43843333333334,15.7475,-708,-608,-1216,-1264,-540,-0.051,1.339,25.977,12.517,2.633,0
2794.3,-111.93333333333332,15.84088888888889,388,1.1321444444444444,23.36188888888889,-29.41111111111111,-1.9421111111111111,383.9247,15.3039,169.4365,15.765,-728,-608,-1216,-1248,-520,0.21850000000000003,1.8265,25.759500000000003,12.43,2.8055000000000003,0
2796.8,-111.99,15.856,388,1.1329,23.362,-29.3,-1.942,384.02479999999997,15.317266666666667,169.43466666666666,15.7825,-748,-608,-1216,-1232,-500,0.488,2.314,25.542,12.343,2.978,0
2797.3,-112.04777777777777,15.871333333333332,388,1.1336777777777778,23.362,-29.233333333333334,-1.9421111111111111,384.1249,15.330633333333333,169.43283333333335,15.8,-768,-608,-1216,-1216,-480,0.9603333333333333,2.367,25.064666666666668,12.486333333333333,3.089666666666667,0
2799.7,-112.10555555555555,15.886666666666667,388,1.1344555555555556,23.362,-29.166666666666668,-1.9422222222222223,384.225,15.344,169.431,15.815000000000001,-764,-608,-1200,-1232,-496,1.4326666666666665,2.42,24.587333333333333,12.629666666666667,3.2013333333333334,0
2802.8,-112.16333333333333,15.902,388,1.1352333333333333,23.362,-29.1,-1.9423333333333332,384.376,15.364249999999998,169.4284,15.83,-760,-608,-1184,-1248,-512,1.905,2.473,24.11,12.773,3.313,0
2805.0,-112.22111111111111,15.917333333333334,388,1.136011111111111,23.362,-29.033333333333335,-1.9424444444444444,384.527,15.3845,169.4258,15.844999999999999,-756,-608,-1168,-1264,-528,1.607,2.445,24.678333333333335,12.915666666666667,3.3953333333333333,0
2805.3,-112.27888888888889,15.932666666666666,389,1.1367888888888888,23.362,-28.966666666666665,-1.9425555555555556,384.62756666666667,15.398,169.4242,15.86,-752,-608,-1152,-1280,-544,1.309,2.417,25.246666666666666,13.058333333333334,3.477666666666667,0
2808.8,-112.33666666666667,15.948,389,1.1375666666666666,23.362,-28.9,-1.9426666666666668,384.72813333333335,15.4115,169.4226,15.879999999999999,-768,-613,-1173,-1259,-555,1.011,2.389,25.815,13.201,3.56,0
2810.3,-112.39444444444445,15.963333333333333,389,1.1383444444444444,23.362,-28.833333333333332,-1.9427777777777777,384.8287,15.425,169.421,15.9,-784,-619,-1195,-1237,-565,0.9264999999999999,2.3649999999999998,26.571,13.312750000000001,3.54,0
2813.3,-112.45222222222223,15.978666666666667,389,1.1391222222222221,23.362,-28.766666666666666,-1.9428888888888889,384.90360000000004,15.435075000000001,169.41992499999998,15.92,-800,-624,-1216,-1216,-576,0.842,2.341,27.326999999999998,13.4245,3.52,0
2813.8,-112.51,15.994,389,1.1399,23.362,-28.7,-1.943,384.97850000000005,15.44515,169.41885,15.932,-806,-634,-1216,-1229,-579,0.7575000000000001,2.317,28.083,13.536249999999999,3.5,0
2814.8,-112.56200000000001,16.0079,389,1.14059,23.362,-28.78,-1.9432,385.0534,15.455224999999999,169.417775,15.944,-813,-643,-1216,-1242,-582,0.673,2.293,28.839,13.648,3.48,0
2815.7,-112.614,16.0218,389,1.1412799999999999,23.362,-28.86,-1.9434,385.1283,15.4653,169.4167,15.956,-819,-653,-1216,-1254,-586,0.5838,2.4444,29.6632,13.6058,3.5922,0
2821.0,-112.666,16.0357,389,1.14197,23.362,-28.939999999999998,-1.9436,385.4274,15.5056,169.4127,15.968,-826,-662,-1216,-1267,-589,0.49460000000000004,2.5958,30.4874,13.5636,3.7044,0
2821.3,-112.718,16.049599999999998,389,1.14266,23.362,-29.02,-1.9438,385.577,15.5258,169.4109,15.98,-832,-672,-1216,-1280,-592,0.4054,2.7472,31.3116,13.5214,3.8166,0
2826.3,-112.77000000000001,16.0635,390,1.14335,23.362,-29.1,-1.944,385.7266,15.546,169.4091,16.003333333333334,-864,-693,-1237,-1280,-603,0.3162,2.8986,32.1358,13.479199999999999,3.9288000000000003,0
2828.2,-112.822,16.0774,390,1.14404,23.362,-29.18,-1.9442000000000002,385.82596666666666,15.559466666666665,169.40803333333332,16.026666666666667,-896,-715,-1259,-1280,-613,0.227,3.05,32.96,13.437,4.041,0
2829.3,-112.874,16.0913,390,1.14473,23.362,-29.259999999999998,-1.9444000000000001,385.92533333333336,15.572933333333333,169.40696666666668,16.05,-928,-736,-1280,-1280,-624,0.516,2.7823333333333333,32.59,13.991999999999999,3.9673333333333334,0
2831.7,-112.926,16.1052,390,1.14542,23.362,-29.34,-1.9446,386.0247,15.5864,169.4059,16.062,-938,-739,-1280,-1280,-634,0.805,2.5146666666666664,32.22,14.547,3.893666666666667,0
2832.8,-112.97800000000001,16.1191,390,1.14611,23.362,-29.42,-1.9448,386.12266666666665,15.599766666666666,169.40496666666667,16.074,-947,-742,-1280,-1280,-643,1.094,2.247,31.85,15.102,3.82,0
2833.2,-113.03,16.133,390,1.1468,23.362,-29.5,-1.945,386.22063333333335,15.613133333333334,169.40403333333333,16.086,-957,-746,-1280,-1280,-653,1.19675,2.448,31.832,15.0715,3.90825,0
2837.0,-113.09375,16.150375,390,1.147675,23.362125,-29.6,-1.9448750000000001,386.3186,15.6265,169.4031,16.098,-966,-749,-1280,-1280,-662,1.2995,2.649,31.814,15.041,3.9965,0
2837.3,-113.1575,16.167749999999998,390,1.14855,23.36225,-29.7,-1.94475,386.41636666666665,15.6399,169.4023,16.11,-976,-752,-1280,-1280,-672,1.40225,2.85,31.796,15.0105,4.08475,0
2838.8,-113.22125,16.185125,390,1.149425,23.362375,-29.8,-1.944625,386.51413333333335,15.6533,169.4015,16.127499999999998,-980,-772,-1280,-1280,-672,1.505,3.051,31.778,14.98,4.173,0
2842.3,-113.285,16.2025,390,1.1503,23.362499999999997,-29.9,-1.9445000000000001,386.6119,15.6667,169.4007,16.145,-984,-792,-1280,-1280,-672,1.434,2.8775000000000004,31.865000000000002,15.317,4.211,0
2844.8,-113.34875000000001,16.219875,391,1.151175,23.362624999999998,-30.0,-1.944375,386.7097333333333,15.680133333333334,169.40003333333334,16.1625,-988,-812,-1280,-1280,-672,1.363,2.704,31.952,15.654,4.249,0
2845.3,-113.41250000000001,16.23725,391,1.15205,23.36275,-30.1,-1.94425,386.8075666666667,15.693566666666667,169.39936666666665,16.18,-992,-832,-1280,-1280,-672,1.36475,2.84675,32.7175,15.45825,4.33275,0
2847.7,-113.47625000000001,16.254624999999997,391,1.152925,23.362875,-30.2,-1.9441249999999999,386.9054,15.707,169.3987,16.192,-1011,-845,-1293,-1293,-669,1.3665,2.9895,33.483000000000004,15.2625,4.416499999999999,0
2849.3,-113.54,16.272,391,1.1538,23.363,-30.3,-1.944,387.00446666666664,15.720466666666667,169.39813333333333,16.204,-1030,-858,-1306,-1306,-666,1.3682500000000002,3.13225,34.2485,15.06675,4.500249999999999,0
2850.8,-113.59666666666668,16.287555555555553,391,1.1545777777777777,23.363,-30.255555555555556,-1.9441111111111111,387.10353333333336,15.733933333333335,169.39756666666665,16.215999999999998,-1050,-870,-1318,-1318,-662,1.37,3.275,35.014,14.871,4.584,0
2853.0,-113.65333333333334,16.30311111111111,391,1.1553555555555555,23.363,-30.211111111111112,-1.9442222222222223,387.2026,15.7474,169.397,16.227999999999998,-1069,-883,-1331,-1331,-659,1.7876666666666667,3.4763333333333333,33.71,15.098,4.704,0
2853.3,-113.71000000000001,16.318666666666665,391,1.1561333333333332,23.363,-30.166666666666668,-1.9443333333333332,387.3022666666667,15.760966666666667,169.39656666666667,16.24,-1088,-896,-1344,-1344,-656,2.2053333333333334,3.6776666666666666,32.406,15.325,4.824,0
2856.8,-113.76666666666667,16.33422222222222,391,1.156911111111111,23.363,-30.122222222222224,-1.9444444444444444,387.4019333333333,15.774533333333334,169.39613333333332,16.259999999999998,-1109,-901,-1344,-1344,-656,2.623,3.879,31.102,15.552,4.944,0
2858.3,-113.82333333333334,16.349777777777778,392,1.157688888888889,23.363,-30.077777777777776,-1.9445555555555556,387.5016,15.7881,169.3957,16.28,-1131,-907,-1344,-1344,-656,2.4323333333333337,3.5276666666666667,33.17366666666667,15.579666666666666,4.796333333333333,0
2861.3,-113.88,16.365333333333332,392,1.1584666666666668,23.363,-30.03333333333333,-1.9446666666666668,387.60133333333334,15.801666666666666,169.39543333333333,16.3,-1152,-912,-1344,-1344,-656,2.2416666666666667,3.1763333333333335,35.245333333333335,15.607333333333333,4.648666666666667,0
2862.8,-113.93666666666667,16.380888888888887,392,1.1592444444444445,23.363,-29.988888888888887,-1.9447777777777777,387.70106666666663,15.815233333333333,169.39516666666668,16.310000000000002,-1152,-920,-1355,-1333,-667,2.051,2.825,37.317,15.635,4.501,0
2863.7,-113.99333333333333,16.396444444444445,392,1.1600222222222223,23.363,-29.944444444444443,-1.944888888888889,387.8008,15.8288,169.3949,16.32,-1152,-928,-1365,-1323,-677,1.8886666666666667,2.9636666666666667,37.871,15.491,4.629666666666667,0
2866.9,-114.05,16.412,392,1.1608,23.363,-29.9,-1.945,387.89983333333333,15.842366666666667,169.39473333333333,16.33,-1152,-936,-1376,-1312,-688,1.7263333333333335,3.1023333333333336,38.425,15.347,4.758333333333333,0
2868.8,-114.115,16.429624999999998,392,1.161675,23.363125,-29.7625,-1.9448750000000001,387.99886666666663,15.855933333333333,169.39456666666666,16.34,-1152,-944,-1387,-1301,-699,1.564,3.241,38.979,15.203,4.887,0
2869.0,-114.17999999999999,16.44725,392,1.16255,23.36325,-29.625,-1.94475,388.0979,15.8695,169.3944,16.35,-1152,-952,-1397,-1291,-709,1.956,3.2105,38.87475,15.29025,4.8485,0
2869.3,-114.24499999999999,16.464875,392,1.163425,23.363375,-29.4875,-1.944625,388.2446,15.889700000000001,169.39434999999997,16.36,-1152,-960,-1408,-1280,-720,2.348,3.18,38.7705,15.3775,4.81,0
2874.3,-114.31,16.4825,392,1.1643,23.363500000000002,-29.35,-1.9445000000000001,388.3913,15.9099,169.3943,16.383333333333333,-1173,-1003,-1408,-1301,-752,2.74,3.1495,38.66625,15.464749999999999,4.7715,0
2874.8,-114.375,16.500125,393,1.165175,23.363625,-29.2125,-1.944375,388.4891,15.9234,169.3944,16.406666666666666,-1195,-1045,-1408,-1323,-784,3.132,3.119,38.562,15.552,4.733,0
2877.3,-114.44,16.51775,393,1.16605,23.36375,-29.075,-1.94425,388.5869,15.9369,169.3945,16.43,-1216,-1088,-1408,-1344,-816,3.1415,3.201625,38.460375,15.616875,4.811,0
2879.7,-114.505,16.535375000000002,393,1.166925,23.363875,-28.9375,-1.9441249999999999,388.6847,15.9504,169.3946,16.445,-1232,-1088,-1408,-1344,-820,3.1510000000000002,3.28425,38.35875,15.681750000000001,4.888999999999999,0
2883.8,-114.57,16.553,393,1.1678,23.364,-28.8,-1.944,388.8313,15.9707,169.3949,16.46,-1248,-1088,-1408,-1344,-824,3.1605000000000003,3.3668750000000003,38.257125,15.746625,4.967,0
2885.0,-114.621,16.5672,393,1.16851,23.364,-28.82,-1.944,388.9779,15.991,169.3952,16.474999999999998,-1264,-1088,-1408,-1344,-828,3.17,3.4495,38.1555,15.8115,5.045,0
