TIME (SECONDS),asi_descent: ALTITUDE (KM),asi_descent: PRESSURE (BARS),asi_descent: TEMPERATURE (KELVINS),asi_descent: DENSITY (KG/M^3),asi_descent: GRAVITY (M/S^2),asi_descent: dz/dt (M/S),asi_descent: dT/dz (KELVINS/KILOMETER),dwe_wind: TEMPERATURE (KELVINS),dwe_wind: PRESSURE (BARS),dwe_wind: WIND (METER SECOND^-1),nfr_mctcnfdn: A (broad infrared) (W/m^2),nfr_mctcnfdn: B (solar radiation) (W/m^2),nfr_mctcnfdn: C (water absorption) (W/m^2),nfr_mctcnfdn: D (water emission) (W/m^2),nfr_mctcnfdn: E (methane absorption) (W/m^2),nep_scatter: PRESSURE (BARS),nep_scatter: 5.8 DEGREES (COUNTS),nep_scatter: 16 DEGREES (COUNTS),nep_scatter: 40 DEGREES (COUNTS),nep_scatter: 70 DEGREES (COUNTS),nep_scatter: 178 DEGREES (COUNTS),nep_scatter_baseline_subtracted: PRESSURE (BARS),nep_scatter_baseline_subtracted: 5.8 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 16 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 40 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 70 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 178 DEGREES (COUNTS),nep_scatter_baseline_divided: PRESSURE (BARS),nep_scatter_baseline_divided: 5.8 DEGREES,nep_scatter_baseline_divided: 16 DEGREES,nep_scatter_baseline_divided: 40 DEGREES,nep_scatter_baseline_divided: 70 DEGREES,nep_scatter_baseline_divided: 178 DEGREES,nep_xsec62: PRESSURE (BARS),nep_xsec62: M5.8 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M16 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M40 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M70 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M178 CROSS SECTION (METER^-1 STERADIAN^-1)
1530.8,-69.0264,7.0425,304,0.6413,23.3294,-40.0143,-1.952,302.3434,6.8832,177.7602,2.569,-0.061,2.492,0.229,0.008,7.0828,27,-20,-16,-78,16,7.0828,-413,-389,-492,-672,-874,7.0828,0.0613,-0.0554,-0.0333,-0.1305,0.0184,7.0828,-0.0002,-0.0001,-0.0,-0.0,-0.0
1535.7,-69.0996,7.0535,305,0.642,23.3296,-39.9857,-1.952,302.5387,6.898,177.7453,2.55,-0.121,2.547,0.248,0.018,7.0922,27,-23,-19,-78,15,7.0922,-413,-391,-494,-673,-875,7.0922,0.0614,-0.0613,-0.0405,-0.1319,0.0164,7.0922,-0.0002,-0.0001,-0.0,-0.0,-0.0
1536.8,-69.1727,7.0645,305,0.6427,23.3297,-39.9571,-1.952,302.6363,6.9054,177.7377,2.531,-0.181,2.602,0.267,0.028,7.1016,27,-25,-23,-79,13,7.1015999999999995,-412,-394,-497,-674,-877,7.1016,0.0614,-0.0672,-0.0477,-0.1332,0.0144,7.1016,-0.0002,-0.0001,-0.0,-0.0,-0.0
1537.3,-69.2459,7.0755,305,0.6434,23.3299,-39.9286,-1.952,302.734,6.9128,177.7301,2.5442,-0.1535,2.5597,0.2537,0.0235,7.111,27,-27,-26,-80,11,7.111,-412,-396,-500,-675,-878,7.111,0.0615,-0.0732,-0.0549,-0.1345,0.0124,7.111,-0.0002,-0.0001,-0.0,-0.0,-0.0
1540.3,-69.319,7.0865,305,0.6441,23.33,-39.9,-1.952,302.8316,6.9203,177.7225,2.5575,-0.126,2.5175,0.2405,0.019,7.1228,23,-28,-28,-85,12,7.12275,-416,-397,-501,-680,-876,7.1228,0.0524,-0.0766,-0.0581,-0.1428,0.0141,7.1228,-0.0002,-0.0001,-0.0,-0.0,-0.0
1541.0,-69.3921,7.0976,305,0.6448,23.33,-39.8143,-1.9519,302.9292,6.9277,177.7149,2.5708,-0.0985,2.4752,0.2272,0.0145,7.1345,19,-30,-29,-90,14,7.1345,-419,-398,-502,-686,-874,7.1345,0.0433,-0.0799,-0.0613,-0.1511,0.0158,7.1345,-0.0002,-0.0001,-0.0,-0.0,-0.0
1542.8,-69.4653,7.1087,305,0.6455,23.33,-39.7286,-1.9517,303.0596,6.9376,177.7046,2.584,-0.071,2.433,0.214,0.01,7.1462,15,-31,-30,-95,16,7.14625,-422,-400,-503,-691,-871,7.1462,0.0343,-0.0833,-0.0646,-0.1595,0.0175,7.1462,-0.0002,-0.0001,-0.0,-0.0,-0.0
1545.3,-69.5384,7.1198,305,0.6462,23.33,-39.6429,-1.9516,303.1899,6.9476,177.6942,2.4653,-0.07,2.4143,0.256,0.002,7.158,11,-32,-32,-100,17,7.158,-426,-401,-504,-696,-869,7.158,0.0252,-0.0867,-0.0678,-0.1678,0.0192,7.158,-0.0002,-0.0001,-0.0,-0.0,-0.0
1546.3,-69.6116,7.1308,306,0.6469,23.33,-39.5571,-1.9514,303.3203,6.9575,177.6839,2.3467,-0.069,2.3957,0.298,-0.006,7.1676,10,-33,-33,-98,15,7.1676,-427,-402,-505,-695,-871,7.1676,0.0224,-0.0883,-0.0704,-0.165,0.0169,7.1676,-0.0002,-0.0001,-0.0,-0.0,-0.0
1548.8,-69.6847,7.1419,306,0.6476,23.33,-39.4714,-1.9513,303.5159,6.9724,177.6681,2.228,-0.068,2.377,0.34,-0.014,7.1772,9,-33,-34,-97,13,7.1772,-428,-403,-506,-693,-872,7.1772,0.0197,-0.0899,-0.073,-0.1623,0.0147,7.1772,-0.0002,-0.0001,-0.0,-0.0,-0.0
1551.7,-69.7579,7.153,306,0.6483,23.33,-39.3857,-1.9511,303.7116,6.9874,177.6523,2.2802,-0.0965,2.4682,0.3285,-0.009,7.1868,7,-34,-36,-95,11,7.186800000000001,-429,-403,-506,-692,-874,7.1868,0.0169,-0.0914,-0.0756,-0.1596,0.0124,7.1868,-0.0002,-0.0001,-0.0,-0.0,-0.0
1553.0,-69.831,7.1641,306,0.649,23.33,-39.3,-1.951,303.8094,6.9949,177.6443,2.3325,-0.125,2.5595,0.317,-0.004,7.1964,6,-34,-37,-94,9,7.196400000000001,-430,-404,-507,-690,-875,7.1964,0.0142,-0.093,-0.0782,-0.1568,0.0102,7.1964,-0.0002,-0.0001,-0.0,-0.0,-0.0
1554.3,-69.9336,7.1797,306,0.65,23.3302,-39.08,-1.951,303.9072,7.0024,177.6363,2.3848,-0.1535,2.6508,0.3055,0.001,7.206,5,-35,-38,-92,7,7.206,-431,-405,-508,-689,-877,7.206,0.0115,-0.0946,-0.0809,-0.1541,0.0079,7.206,-0.0002,-0.0001,-0.0,-0.0,-0.0
1554.8,-70.0362,7.1954,306,0.651,23.3304,-38.86,-1.951,304.0051,7.0099,177.6282,2.437,-0.182,2.742,0.294,0.006,7.222,0,-37,-41,-99,9,7.222,-436,-407,-510,-696,-875,7.222,-0.0,-0.1,-0.0866,-0.1651,0.0102,7.222,-0.0002,-0.0001,-0.0,-0.0,-0.0
1557.0,-70.1388,7.211,307,0.6519,23.3306,-38.64,-1.951,304.1029,7.0174,177.6202,2.4556,-0.18,2.716,0.2966,-0.0016,7.238,-5,-39,-43,-105,11,7.238,-440,-409,-513,-704,-872,7.238,-0.0115,-0.1054,-0.0923,-0.176,0.0125,7.238,-0.0002,-0.0001,-0.0,-0.0,-0.0
1562.3,-70.2414,7.2267,307,0.6529,23.3308,-38.42,-1.951,304.4942,7.0474,177.5876,2.4741,-0.178,2.69,0.2991,-0.0091,7.254,-10,-41,-46,-112,13,7.254,-445,-411,-515,-711,-870,7.254,-0.023,-0.1108,-0.0981,-0.187,0.0147,7.254,-0.0002,-0.0001,-0.0,-0.0,-0.0
1566.4,-70.344,7.2423,307,0.6539,23.331,-38.2,-1.951,304.6898,7.0625,177.571,2.4927,-0.176,2.664,0.3017,-0.0167,7.2697,-9,-43,-48,-116,8,7.269666666666667,-443,-413,-517,-715,-874,7.2697,-0.0199,-0.1161,-0.1031,-0.1935,0.0094,7.2697,-0.0002,-0.0001,-0.0,-0.0,-0.0
1567.7,-70.4173,7.2536,307,0.6546,23.331,-38.3857,-1.951,304.8854,7.0776,177.5543,2.5113,-0.174,2.638,0.3043,-0.0243,7.2853,-7,-45,-51,-120,4,7.285333333333333,-442,-416,-519,-720,-879,7.2853,-0.0169,-0.1214,-0.1082,-0.2001,0.0042,7.2853,-0.0002,-0.0001,-0.0,-0.0,-0.0
1570.3,-70.4906,7.2648,307,0.6553,23.331,-38.5714,-1.951,305.081,7.0928,177.5374,2.5299,-0.172,2.612,0.3069,-0.0319,7.301,-6,-47,-53,-124,-1,7.301,-440,-418,-521,-724,-883,7.301,-0.0138,-0.1267,-0.1132,-0.2067,-0.0011,7.301,-0.0002,-0.0001,-0.0,-0.0,-0.0
1573.0,-70.5639,7.2761,307,0.656,23.331,-38.7571,-1.951,305.2767,7.1079,177.5206,2.5484,-0.17,2.586,0.3094,-0.0394,7.3167,-10,-48,-58,-125,-6,7.316666666666666,-444,-419,-526,-726,-888,7.3167,-0.0231,-0.1293,-0.124,-0.2087,-0.0072,7.3167,-0.0002,-0.0001,-0.0,-0.0,-0.0
1574.2,-70.6371,7.2874,308,0.6568,23.331,-38.9429,-1.951,305.4724,7.123,177.5035,2.567,-0.168,2.56,0.312,-0.047,7.3323,-14,-49,-63,-127,-12,7.332333333333334,-447,-421,-530,-728,-893,7.3323,-0.0323,-0.1318,-0.1348,-0.2106,-0.0132,7.3323,-0.0002,-0.0001,-0.0,-0.0,-0.0
1578.3,-70.7104,7.2987,308,0.6575,23.331,-39.1286,-1.951,305.6681,7.1382,177.4864,2.556,-0.1925,2.661,0.29,-0.0355,7.348,-18,-50,-68,-128,-17,7.348,-451,-422,-535,-730,-898,7.348,-0.0416,-0.1344,-0.1456,-0.2126,-0.0193,7.348,-0.0002,-0.0001,-0.0,-0.0,-0.0
1578.8,-70.7837,7.3099,308,0.6582,23.331,-39.3143,-1.951,305.8005,7.1485,177.4746,2.545,-0.217,2.762,0.268,-0.024,7.3576,-21,-52,-70,-129,-22,7.3576,-454,-424,-537,-731,-903,7.3576,-0.0485,-0.1397,-0.149,-0.2137,-0.0252,7.3576,-0.0002,-0.0001,-0.0,-0.0,-0.0
1580.2,-70.857,7.3212,308,0.6589,23.331,-39.5,-1.951,305.933,7.1589,177.4628,2.5553,-0.1973,2.7287,0.2383,-0.031,7.3672,-24,-54,-71,-130,-27,7.3672,-457,-426,-538,-733,-909,7.3672,-0.0554,-0.145,-0.1525,-0.2148,-0.0311,7.3672,-0.0002,-0.0001,-0.0,-0.0,-0.0
1583.7,-70.9423,7.3344,308,0.6597,23.331,-39.4833,-1.9508,306.0654,7.1692,177.451,2.5657,-0.1777,2.6953,0.2087,-0.038,7.3768,-27,-56,-73,-130,-33,7.3768,-460,-429,-540,-734,-914,7.3768,-0.0624,-0.1503,-0.1559,-0.216,-0.037,7.3768,-0.0002,-0.0001,-0.0,-0.0,-0.0
1584.8,-71.0277,7.3477,308,0.6606,23.331,-39.4667,-1.9507,306.1989,7.1796,177.439,2.576,-0.158,2.662,0.179,-0.045,7.3864,-30,-58,-74,-131,-38,7.3864,-463,-431,-541,-736,-920,7.3864,-0.0693,-0.1556,-0.1593,-0.2171,-0.0429,7.3864,-0.0002,-0.0001,-0.0,-0.0,-0.0
1586.3,-71.113,7.3609,308,0.6614,23.331,-39.45,-1.9505,306.3323,7.19,177.427,2.5697,-0.1323,2.6553,0.182,-0.0277,7.396,-33,-60,-76,-132,-43,7.396,-466,-433,-543,-737,-925,7.396,-0.0762,-0.1609,-0.1627,-0.2182,-0.0488,7.396,-0.0002,-0.0001,-0.0,-0.0,-0.0
1589.0,-71.1983,7.3741,309,0.6622,23.331,-39.4333,-1.9503,306.4658,7.2004,177.415,2.5633,-0.1067,2.6487,0.185,-0.0103,7.4078,-34,-62,-77,-135,-41,7.40775,-467,-435,-544,-740,-923,7.4078,-0.0791,-0.1662,-0.1649,-0.2229,-0.0465,7.4078,-0.0002,-0.0001,-0.0,-0.0,-0.0
1590.8,-71.2837,7.3874,309,0.663,23.331,-39.4167,-1.9502,306.5993,7.2109,177.4028,2.557,-0.081,2.642,0.188,0.007,7.4195,-36,-64,-78,-138,-39,7.419499999999999,-468,-437,-545,-744,-921,7.4195,-0.082,-0.1716,-0.167,-0.2277,-0.0442,7.4195,-0.0002,-0.0001,-0.0,-0.0,-0.0
1592.8,-71.369,7.4006,309,0.6639,23.331,-39.4,-1.95,306.7327,7.2213,177.3905,2.5853,-0.1257,2.595,0.224,-0.006,7.4312,-37,-66,-79,-141,-37,7.43125,-470,-439,-546,-748,-919,7.4312,-0.0849,-0.1769,-0.1692,-0.2325,-0.042,7.4312,-0.0002,-0.0001,-0.0,-0.0,-0.0
1594.3,-71.4423,7.412,309,0.6646,23.3311,-39.3857,-1.95,306.8662,7.2318,177.3783,2.6137,-0.1703,2.548,0.26,-0.019,7.443,-38,-68,-80,-144,-35,7.443,-471,-441,-547,-751,-917,7.443,-0.0878,-0.1823,-0.1713,-0.2372,-0.0397,7.443,-0.0002,-0.0001,-0.0,-0.0,-0.0
1596.8,-71.5156,7.4235,309,0.6653,23.3313,-39.3714,-1.95,307.0664,7.2476,177.3598,2.642,-0.215,2.501,0.296,-0.032,7.459,-43,-69,-84,-147,-40,7.459,-476,-443,-551,-755,-922,7.459,-0.0984,-0.1857,-0.1797,-0.2412,-0.0449,7.459,-0.0002,-0.0001,-0.0,-0.0,-0.0
1599.7,-71.5889,7.4349,309,0.666,23.3314,-39.3571,-1.95,307.2666,7.2633,177.3412,2.6263,-0.2003,2.5837,0.2577,-0.0377,7.475,-47,-71,-88,-149,-44,7.475,-481,-444,-556,-758,-928,7.475,-0.1091,-0.1891,-0.1882,-0.2452,-0.0502,7.475,-0.0002,-0.0001,-0.0,-0.0,-0.0
1602.3,-71.6621,7.4464,310,0.6667,23.3316,-39.3429,-1.95,307.4001,7.2738,177.3286,2.6107,-0.1857,2.6663,0.2193,-0.0433,7.491,-52,-72,-92,-152,-49,7.491,-486,-446,-560,-762,-933,7.491,-0.1198,-0.1925,-0.1966,-0.2492,-0.0554,7.491,-0.0002,-0.0001,-0.0,-0.0,-0.0
1602.8,-71.7354,7.4578,310,0.6675,23.3317,-39.3286,-1.95,307.5335,7.2843,177.3161,2.595,-0.171,2.749,0.181,-0.049,7.5006,-52,-73,-95,-153,-52,7.5006,-486,-447,-563,-763,-936,7.5006,-0.1207,-0.1944,-0.2033,-0.2502,-0.0584,7.5006,-0.0002,-0.0001,-0.0,-0.0,-0.0
1605.0,-71.8087,7.4693,310,0.6682,23.3319,-39.3143,-1.95,307.667,7.2948,177.3035,2.5843,-0.1437,2.6627,0.206,-0.0507,7.5102,-53,-74,-98,-154,-54,7.510199999999999,-487,-448,-567,-765,-939,7.5102,-0.1217,-0.1964,-0.2101,-0.2513,-0.0613,7.5102,-0.0002,-0.0001,-0.0,-0.0,-0.0
1605.4,-71.882,7.4807,310,0.6689,23.332,-39.3,-1.95,307.8005,7.3054,177.2908,2.5737,-0.1163,2.5763,0.231,-0.0523,7.5198,-53,-74,-102,-154,-57,7.5198,-487,-450,-570,-766,-941,7.5198,-0.1226,-0.1983,-0.2168,-0.2524,-0.0642,7.5198,-0.0002,-0.0001,-0.0,-0.0,-0.0
1608.8,-71.9675,7.4942,310,0.6697,23.332,-38.9833,-1.95,307.9341,7.316,177.278,2.563,-0.089,2.49,0.256,-0.054,7.5294,-54,-75,-105,-155,-59,7.5294,-488,-451,-574,-768,-944,7.5294,-0.1235,-0.2002,-0.2235,-0.2534,-0.0671,7.5294,-0.0002,-0.0001,-0.0,-0.0,-0.0
1610.3,-72.053,7.5076,310,0.6706,23.332,-38.6667,-1.95,308.0676,7.3266,177.2653,2.57,-0.1775,2.541,0.2635,-0.0595,7.539,-54,-76,-108,-156,-62,7.539,-488,-452,-577,-769,-947,7.539,-0.1244,-0.2021,-0.2303,-0.2545,-0.0701,7.539,-0.0002,-0.0001,-0.0,-0.0,-0.0
1614.8,-72.1385,7.521,310,0.6714,23.332,-38.35,-1.95,308.2682,7.3424,177.246,2.577,-0.266,2.592,0.271,-0.065,7.555,-57,-79,-112,-161,-64,7.555,-491,-455,-581,-775,-950,7.555,-0.1312,-0.209,-0.2386,-0.2627,-0.0723,7.555,-0.0002,-0.0001,-0.0,-0.0,-0.0
1615.7,-72.224,7.5345,311,0.6722,23.332,-38.0333,-1.95,308.4687,7.3583,177.2266,2.581,-0.2438,2.5578,0.2615,-0.0703,7.571,-60,-81,-116,-167,-66,7.571,-495,-458,-586,-782,-952,7.571,-0.138,-0.2159,-0.247,-0.271,-0.0745,7.571,-0.0002,-0.0001,-0.0,-0.0,-0.0
1618.3,-72.3095,7.548,311,0.6731,23.332,-37.7167,-1.95,308.6024,7.3689,177.2135,2.585,-0.2217,2.5237,0.252,-0.0757,7.587,-63,-84,-120,-172,-68,7.587,-498,-461,-590,-788,-955,7.587,-0.1448,-0.2228,-0.2553,-0.2792,-0.0767,7.587,-0.0003,-0.0001,-0.0,-0.0,-0.0
1619.9,-72.395,7.5614,311,0.6739,23.332,-37.4,-1.95,308.7362,7.3796,177.2005,2.589,-0.1995,2.4895,0.2425,-0.081,7.603,-67,-87,-123,-175,-73,7.603,-503,-464,-593,-792,-961,7.603,-0.1547,-0.2297,-0.2608,-0.2829,-0.0826,7.603,-0.0003,-0.0001,-0.0,-0.0,-0.0
1621.0,-72.4976,7.5777,311,0.6749,23.332,-37.46,-1.95,308.8699,7.3902,177.1874,2.593,-0.1773,2.4553,0.233,-0.0863,7.619,-72,-89,-125,-177,-79,7.619,-507,-467,-596,-796,-968,7.619,-0.1645,-0.2365,-0.2663,-0.2866,-0.0885,7.619,-0.0003,-0.0001,-0.0,-0.0,-0.0
1626.3,-72.6002,7.5939,311,0.6759,23.332,-37.52,-1.95,309.2705,7.4222,177.1478,2.597,-0.1552,2.4212,0.2235,-0.0917,7.635,-76,-92,-128,-180,-84,7.635,-512,-470,-599,-800,-974,7.635,-0.1743,-0.2434,-0.2718,-0.2903,-0.0944,7.635,-0.0003,-0.0001,-0.0,-0.0,-0.0
1628.2,-72.7028,7.6102,312,0.677,23.332,-37.58,-1.95,309.4705,7.4382,177.1278,2.601,-0.133,2.387,0.214,-0.097,7.6448,-78,-93,-130,-182,-86,7.6448,-514,-471,-601,-802,-976,7.6448,-0.1778,-0.2454,-0.2749,-0.2925,-0.0961,7.6448,-0.0003,-0.0001,-0.0,-0.0,-0.0
1631.7,-72.8054,7.6264,312,0.678,23.332,-37.64,-1.95,309.6704,7.4542,177.1078,2.5667,-0.114,2.443,0.2037,-0.0763,7.6546,-79,-94,-131,-183,-87,7.6546,-516,-472,-603,-805,-979,7.6546,-0.1813,-0.2474,-0.2781,-0.2947,-0.0978,7.6546,-0.0003,-0.0001,-0.0,-0.0,-0.0
1632.5,-72.908,7.6427,312,0.679,23.332,-37.7,-1.95,309.7677,7.462,177.098,2.5323,-0.095,2.499,0.1933,-0.0557,7.6644,-81,-94,-133,-185,-89,7.6644,-518,-473,-605,-807,-981,7.6644,-0.1848,-0.2493,-0.2812,-0.2969,-0.0995,7.6644,-0.0003,-0.0001,-0.0,-0.0,-0.0
1632.8,-72.9811,7.6544,312,0.6797,23.3321,-37.8,-1.9499,309.865,7.4698,177.0881,2.498,-0.076,2.555,0.183,-0.035,7.6742,-82,-95,-134,-186,-90,7.6742,-520,-474,-607,-810,-984,7.6742,-0.1883,-0.2513,-0.2844,-0.2991,-0.1012,7.6742,-0.0003,-0.0001,-0.0,-0.0,-0.0
1634.3,-73.0543,7.6661,312,0.6804,23.3323,-37.9,-1.9497,309.9622,7.4777,177.0782,2.5113,-0.072,2.5653,0.17,-0.0537,7.684,-84,-96,-136,-188,-92,7.684,-522,-475,-609,-812,-986,7.684,-0.1918,-0.2533,-0.2875,-0.3013,-0.1029,7.684,-0.0003,-0.0001,-0.0,-0.0,-0.0
1637.0,-73.1274,7.6778,312,0.6812,23.3324,-38.0,-1.9496,310.0595,7.4855,177.0684,2.5247,-0.068,2.5757,0.157,-0.0723,7.7,-87,-97,-140,-192,-84,7.7,-525,-477,-614,-817,-979,7.7,-0.1977,-0.2564,-0.2955,-0.307,-0.0939,7.7,-0.0003,-0.0001,-0.0,-0.0,-0.0
1638.8,-73.2006,7.6895,313,0.6819,23.3326,-38.1,-1.9494,310.2518,7.501,177.0487,2.538,-0.064,2.586,0.144,-0.091,7.716,-89,-99,-144,-196,-76,7.716,-528,-479,-618,-823,-972,7.716,-0.2036,-0.2594,-0.3036,-0.3127,-0.0848,7.716,-0.0003,-0.0001,-0.0,-0.0,-0.0
1642.3,-73.2737,7.7012,313,0.6826,23.3327,-38.2,-1.9493,310.4441,7.5164,177.029,2.526,-0.0875,2.27,0.1365,-0.0765,7.732,-92,-100,-148,-200,-68,7.732,-531,-481,-623,-828,-965,7.732,-0.2096,-0.2625,-0.3116,-0.3185,-0.0758,7.732,-0.0003,-0.0001,-0.0,-0.0,-0.0
1644.8,-73.3469,7.7129,313,0.6833,23.3329,-38.3,-1.9491,310.5723,7.5268,177.0158,2.514,-0.111,1.954,0.129,-0.062,7.7442,-96,-102,-150,-201,-70,7.74425,-536,-483,-626,-830,-968,7.7442,-0.2183,-0.2675,-0.3153,-0.3195,-0.0779,7.7442,-0.0003,-0.0001,-0.0,-0.0,-0.0
1647.1,-73.42,7.7246,313,0.6841,23.333,-38.4,-1.949,310.7006,7.5372,177.0025,2.5595,-0.1272,2.0468,0.16,-0.0648,7.7565,-100,-104,-152,-202,-72,7.7565,-540,-486,-628,-832,-972,7.7565,-0.227,-0.2726,-0.319,-0.3206,-0.08,7.7565,-0.0003,-0.0001,-0.0,-0.0,-0.0
1647.7,-73.4934,7.7364,313,0.6848,23.333,-38.4,-1.949,310.8288,7.5476,176.9893,2.605,-0.1435,2.1395,0.191,-0.0675,7.7688,-104,-106,-154,-203,-74,7.76875,-545,-488,-631,-834,-975,7.7688,-0.2356,-0.2777,-0.3227,-0.3217,-0.0821,7.7688,-0.0003,-0.0001,-0.0,-0.0,-0.0
1650.3,-73.5669,7.7482,313,0.6855,23.333,-38.4,-1.949,310.957,7.5579,176.9759,2.6505,-0.1598,2.2322,0.222,-0.0702,7.781,-108,-108,-156,-204,-76,7.781,-550,-490,-634,-836,-978,7.781,-0.2443,-0.2827,-0.3264,-0.3228,-0.0843,7.781,-0.0003,-0.0001,-0.0,-0.0,-0.0
1650.8,-73.6403,7.76,313,0.6862,23.333,-38.4,-1.949,311.0852,7.5683,176.9626,2.696,-0.176,2.325,0.253,-0.073,7.793,-110,-110,-157,-208,-82,7.792999999999999,-552,-492,-636,-841,-985,7.793,-0.2486,-0.2876,-0.3279,-0.3284,-0.0908,7.793,-0.0003,-0.0001,-0.0,-0.0,-0.0
1653.0,-73.7137,7.7718,314,0.687,23.333,-38.4,-1.949,311.2134,7.5786,176.9492,2.6495,-0.205,2.4255,0.234,-0.0545,7.805,-112,-112,-158,-212,-88,7.805,-555,-495,-638,-846,-992,7.805,-0.2528,-0.2924,-0.3295,-0.3341,-0.0973,7.805,-0.0003,-0.0001,-0.0,-0.0,-0.0
1656.8,-73.7871,7.7836,314,0.6877,23.333,-38.4,-1.949,311.4058,7.5942,176.9289,2.603,-0.234,2.526,0.215,-0.036,7.817,-114,-114,-159,-216,-94,7.817,-558,-498,-639,-852,-999,7.817,-0.257,-0.2972,-0.3311,-0.3397,-0.1038,7.817,-0.0003,-0.0001,-0.0,-0.0,-0.0
1658.3,-73.8606,7.7954,314,0.6884,23.333,-38.4,-1.949,311.5981,7.6099,176.9086,2.628,-0.18,2.5117,0.0113,-0.0323,7.829,-116,-116,-160,-220,-100,7.829,-560,-500,-641,-857,-1006,7.829,-0.2613,-0.3021,-0.3326,-0.3454,-0.1104,7.829,-0.0003,-0.0001,-0.0,-0.0,-0.0
1659.7,-73.934,7.8072,314,0.6892,23.333,-38.4,-1.949,311.7263,7.6204,176.895,2.653,-0.126,2.4973,-0.1923,-0.0287,7.841,-117,-118,-164,-222,-104,7.840999999999999,-562,-502,-646,-860,-1012,7.841,-0.2632,-0.3071,-0.3404,-0.3478,-0.1146,7.841,-0.0003,-0.0001,-0.0,-0.0,-0.0
1662.8,-74.0195,7.8211,314,0.69,23.3332,-38.3833,-1.949,311.8546,7.6308,176.8813,2.678,-0.072,2.483,-0.396,-0.025,7.853,-118,-120,-168,-224,-108,7.853,-563,-504,-650,-864,-1017,7.853,-0.2652,-0.3121,-0.3481,-0.3503,-0.1188,7.853,-0.0003,-0.0001,-0.0,-0.0001,-0.0
1663.7,-74.105,7.8349,314,0.6909,23.3333,-38.3667,-1.949,311.9828,7.6413,176.8677,2.714,-0.0567,2.4703,-0.1653,-0.107,7.865,-119,-122,-172,-226,-112,7.865,-564,-507,-655,-867,-1022,7.865,-0.2671,-0.3171,-0.3559,-0.3527,-0.123,7.865,-0.0003,-0.0001,-0.0,-0.0001,-0.0
1666.3,-74.1905,7.8488,314,0.6917,23.3335,-38.35,-1.949,312.1112,7.6518,176.8539,2.75,-0.0413,2.4577,0.0653,-0.189,7.877,-120,-124,-176,-228,-116,7.877,-566,-509,-660,-870,-1028,7.877,-0.2691,-0.3221,-0.3636,-0.3551,-0.1272,7.877,-0.0003,-0.0001,-0.0,-0.0001,-0.0
1668.8,-74.276,7.8627,315,0.6926,23.3337,-38.3333,-1.949,312.2396,7.6623,176.8402,2.786,-0.026,2.445,0.296,-0.271,7.8892,-122,-124,-178,-232,-110,7.88925,-569,-510,-663,-875,-1024,7.8892,-0.2731,-0.3217,-0.367,-0.3606,-0.1204,7.8892,-0.0003,-0.0001,-0.0,-0.0001,-0.0
1669.0,-74.3615,7.8765,315,0.6934,23.3338,-38.3167,-1.949,312.368,7.6728,176.8264,2.7575,-0.0435,2.4037,0.2425,-0.2138,7.9015,-124,-124,-180,-236,-104,7.9015,-572,-510,-666,-880,-1019,7.9015,-0.2771,-0.3212,-0.3703,-0.3661,-0.1137,7.9015,-0.0003,-0.0001,-0.0,-0.0001,-0.0
1673.5,-74.447,7.8904,315,0.6943,23.334,-38.3,-1.949,312.5607,7.6886,176.8055,2.729,-0.061,2.3625,0.189,-0.1565,7.9138,-126,-124,-182,-240,-98,7.91375,-574,-510,-669,-886,-1014,7.9138,-0.2811,-0.3208,-0.3737,-0.3716,-0.107,7.9138,-0.0003,-0.0001,-0.0,-0.0001,-0.0
1674.3,-74.5325,7.9044,315,0.6951,23.334,-38.1833,-1.9488,312.7534,7.7043,176.7847,2.7005,-0.0785,2.3212,0.1355,-0.0992,7.926,-128,-124,-184,-244,-92,7.926,-577,-511,-672,-891,-1010,7.926,-0.2851,-0.3204,-0.377,-0.3771,-0.1002,7.926,-0.0003,-0.0001,-0.0,-0.0001,-0.0
1674.8,-74.618,7.9183,315,0.696,23.334,-38.0667,-1.9487,312.9458,7.7202,176.7636,2.672,-0.096,2.28,0.082,-0.042,7.9423,-132,-127,-188,-244,-105,7.942333333333333,-582,-514,-677,-893,-1025,7.9423,-0.2933,-0.3267,-0.3842,-0.3762,-0.1144,7.9423,-0.0003,-0.0001,-0.0001,-0.0001,-0.0
1679.7,-74.7035,7.9323,316,0.6969,23.334,-37.95,-1.9485,313.1382,7.736,176.7426,2.6402,-0.0635,2.2445,0.0857,-0.0327,7.9587,-136,-129,-192,-244,-119,7.958666666666667,-587,-518,-683,-894,-1041,7.9587,-0.3015,-0.333,-0.3913,-0.3752,-0.1286,7.9587,-0.0003,-0.0001,-0.0001,-0.0001,-0.0
