  2.23      342.9       -0.6      342.3       1.4   
  6.23      389.9       -1.8      388.1       1.3   
 10.23      417.4       -2.9      414.5       1.1   
 14.23      437.0       -4.0      433.0       1.0   
 18.23      448.9       -5.2      443.7       0.9   
 22.23      456.8       -6.2      450.6       0.7   
 26.23      464.8       -7.3      457.5       0.5   
 30.23      472.8       -8.4      464.4       0.4   
 36.23      484.8      -10.0      474.8       0.1   
 40.23      496.7      -11.1      485.6      -0.1   
 44.23      504.7      -12.1      492.6      -0.3   
 48.23      512.7      -13.1      499.6      -0.6   
 52.23      524.6      -14.1      510.5      -0.8   
 56.23      536.5      -15.1      521.4      -1.0   
 60.23      544.5      -16.1      528.4      -1.3   
 68.23      568.4      -18.1      550.3      -1.8   
 72.23      580.3      -19.0      561.3      -2.1   
 76.23      592.2      -20.0      572.2      -2.4   
 80.23      604.1      -20.9      583.2      -2.7   
 84.23      620.0      -21.8      598.2      -3.0   
 88.23      631.9      -22.7      609.2      -3.3   
 92.23      643.8      -23.7      620.1      -3.6   
 96.23      655.7      -24.6      631.1      -3.9   
100.23      671.6      -25.5      646.1      -4.2   
104.23      683.5      -26.4      657.1      -4.6   
108.23      699.3      -27.2      672.1      -4.9   
112.23      715.1      -28.1      687.0      -5.3   
116.23      730.9      -29.0      701.9      -5.6   
120.23      746.6      -29.9      716.7      -6.0   
124.23      758.5      -30.8      727.7      -6.4   
132.23      790.0      -32.7      757.3      -7.2   
136.23      805.7      -33.7      772.0      -7.6   
140.23      821.4      -34.8      786.6      -8.0   
144.23      837.1      -35.9      801.2      -8.4   
148.23      852.7      -37.1      815.6      -8.8   
152.23      868.3      -38.3      830.0      -9.2   
154.23      876.2      -38.9      837.3      -9.4   
156.23      884.0      -39.5      844.5      -9.6   
160.23      899.5      -40.9      858.6     -10.1   
164.23      915.1      -42.2      872.9     -10.5   
168.23      930.6      -43.7      886.9     -11.0   
172.23      946.1      -45.1      901.0     -11.4   
176.23      965.5      -46.7      918.8     -11.9   
180.23      977.0      -48.4      928.6     -12.3   
184.23      992.4      -50.1      942.3     -12.8   
188.23     1011.6      -52.0      959.6     -13.3   
196.23     1042.2      -56.1      986.1     -14.3   
200.23     1057.4      -58.4      999.0     -14.8   
204.23     1072.6      -61.0     1011.6     -15.3   
208.23     1091.6      -63.9     1027.7     -15.8   
212.23     1106.7      -66.8     1039.9     -16.3   
216.23     1121.7      -70.0     1051.7     -16.8   
220.23     1136.7      -73.3     1063.4     -17.3   
224.23     1155.5      -76.6     1078.9     -17.8   
228.23     1170.4      -80.0     1090.5     -18.3   
232.23     1185.2      -83.3     1101.9     -18.8   
236.23     1200.0      -86.3     1113.7     -19.3   
240.23     1218.6      -89.3     1129.3     -19.8   
244.23     1233.3      -91.9     1141.4     -20.3   
248.23     1248.0      -94.2     1153.8     -20.7   
252.23     1262.6      -96.3     1166.3     -21.2   
260.23     1295.7      -99.3     1196.4     -22.2   
264.23     1314.1     -100.5     1213.6     -22.6   
268.23     1328.5     -101.6     1226.9     -23.1   
272.23     1342.9     -102.6     1240.3     -23.6   
276.23     1357.3     -103.4     1253.9     -24.0   
280.23     1371.6     -104.2     1267.4     -24.5   
284.23     1389.7     -104.7     1285.0     -25.0   
288.23     1400.0     -105.3     1294.7     -25.4   
292.23     1414.2     -105.7     1308.5     -25.9   
296.23     1432.2     -106.1     1326.2     -26.3   
300.23     1446.3     -106.3     1340.0     -26.8   
304.23     1464.3     -106.5     1357.8     -27.2   
308.23     1478.2     -106.6     1371.6     -27.7   
312.23     1492.1     -106.6     1385.6     -28.2   
316.23     1505.9     -106.5     1399.4     -28.6   
318.23     1512.8     -106.4     1406.4     -28.8   
324.23     1537.4     -106.1     1431.3     -29.5   
328.23     1551.1     -105.8     1445.3     -30.0   
332.23     1564.7     -105.4     1459.3     -30.4   
336.23     1582.3     -105.0     1477.3     -30.8   
340.23     1595.9     -104.6     1491.4     -31.3   
344.23     1609.4     -104.1     1505.4     -31.7   
348.23     1623.0     -103.5     1519.5     -32.1   
352.23     1636.5     -103.0     1533.5     -32.6   
356.23     1650.0     -102.4     1547.6     -33.0   
360.23     1663.5     -101.8     1561.7     -33.4   
364.23     1680.8     -101.2     1579.7     -33.8   
368.23     1694.3     -100.5     1593.8     -34.2   
372.23     1707.9      -99.8     1608.1     -34.5   
376.23     1721.5      -99.1     1622.4     -34.9   
380.23     1735.1      -98.3     1636.8     -35.2   
388.23     1762.3      -96.7     1665.6     -35.9   
392.23     1775.9      -95.8     1680.1     -36.2   
396.23     1789.6      -95.0     1694.6     -36.6   
400.23     1803.2      -94.0     1709.2     -36.9   
404.23     1816.8      -93.1     1723.7     -37.2   
408.23     1830.4      -92.1     1738.4     -37.5   
412.23     1844.0      -91.0     1753.0     -37.8   
416.23     1861.5      -89.9     1771.6     -38.1   
420.23     1871.2      -88.8     1782.4     -38.4   
424.23     1884.8      -87.7     1797.1     -38.7   
428.23     1898.4      -86.5     1811.9     -39.0   
432.23     1912.0      -85.3     1826.7     -39.3   
436.23     1925.3      -84.1     1841.2     -39.6   
440.23     1938.7      -82.9     1855.8     -39.9   
444.23     1948.1      -81.7     1866.4     -40.2   
452.23     1974.8      -79.2     1895.6     -40.8   
456.23     1988.1      -77.9     1910.2     -41.1   
460.23     2001.4      -76.7     1924.7     -41.4   
464.23     2018.7      -75.4     1943.3     -41.7   
468.23     2032.1      -74.2     1957.9     -42.0   
472.23     2041.5      -73.0     1968.5     -42.3   
476.23     2054.9      -71.7     1983.2     -42.5   
480.23     2068.3      -70.5     1997.8     -42.8   
484.23     2077.8      -69.2     2008.6     -43.1   
488.23     2091.3      -68.0     2023.3     -43.3   
492.23     2104.8      -66.8     2038.0     -43.6   
496.23     2114.5      -65.6     2048.9     -43.8   
500.23     2128.3      -64.4     2063.9     -44.0   
504.23     2142.2      -63.2     2079.0     -44.2   
508.23     2156.2      -62.0     2094.2     -44.4   
516.23     2180.4      -59.6     2120.8     -44.8   
520.23     2194.5      -58.5     2136.0     -44.9   
524.23     2208.6      -57.3     2151.3     -45.1   
528.23     2218.9      -56.2     2162.7     -45.3   
532.23     2233.2      -55.1     2178.1     -45.4   
536.23     2243.5      -54.0     2189.6     -45.6   
540.23     2257.8      -52.8     2205.0     -45.7   
544.23     2272.2      -51.7     2220.5     -45.9   
548.23     2282.6      -50.7     2231.9     -46.0   
552.23     2297.0      -49.6     2247.4     -46.1   
556.23     2311.5      -48.5     2263.0     -46.3   
560.23     2325.9      -47.5     2278.4     -46.4   
564.23     2336.3      -46.4     2289.9     -46.5   
568.23     2350.6      -45.4     2305.2     -46.7   
572.23     2361.0      -44.4     2316.6     -46.8   
580.23     2389.7      -42.4     2347.3     -47.1   
584.23     2400.2      -41.5     2358.7     -47.2   
588.23     2414.6      -40.5     2374.1     -47.4   
592.23     2425.1      -39.6     2385.5     -47.5   
596.23     2439.6      -38.6     2401.0     -47.6   
600.23     2450.2      -37.7     2412.5     -47.7   
604.23     2464.8      -36.8     2428.0     -47.9   
608.23     2479.5      -35.9     2443.6     -48.0   
612.23     2490.2      -35.1     2455.1     -48.1   
616.23     2504.9      -34.2     2470.7     -48.2   
620.23     2519.7      -33.4     2486.3     -48.3   
624.23     2530.6      -32.6     2498.0     -48.4   
628.23     2545.6      -31.8     2513.8     -48.4   
632.23     2560.7      -30.9     2529.8     -48.5   
636.23     2575.8      -30.1     2545.7     -48.6   
644.23     2602.3      -28.6     2573.7     -48.7   
648.23     2613.7      -27.8     2585.9     -48.7   
652.23     2629.0      -27.0     2602.0     -48.8   
656.23     2644.4      -26.2     2618.2     -48.8   
660.23     2659.8      -25.5     2634.3     -48.8   
664.23     2671.3      -24.7     2646.6     -48.9   
668.23     2686.9      -24.0     2662.9     -48.9   
672.23     2702.4      -23.2     2679.2     -48.9   
676.23     2714.1      -22.4     2691.7     -49.0   
680.23     2729.7      -21.7     2708.0     -49.0   
684.23     2741.4      -20.9     2720.5     -49.0   
688.23     2757.1      -20.2     2736.9     -49.0   
692.23     2772.7      -19.5     2753.2     -49.0   
696.23     2788.3      -18.7     2769.6     -49.1   
700.23     2803.9      -18.0     2785.9     -49.1   
708.23     2831.4      -16.5     2814.9     -49.1   
712.23     2847.2      -15.8     2831.4     -49.1   
716.23     2859.0      -15.0     2844.0     -49.1   
720.23     2874.8      -14.3     2860.5     -49.1   
724.23     2890.7      -13.6     2877.1     -49.1   
728.23     2906.7      -12.9     2893.9     -49.1   
732.23     2922.7      -12.1     2910.6     -49.1   
736.23     2938.7      -11.4     2927.3     -49.1   
740.23     2950.9      -10.7     2940.2     -49.1   
744.23     2967.0      -10.0     2957.0     -49.1   
748.23     2983.2       -9.3     2973.9     -49.0   
752.23     2999.5       -8.6     2990.9     -49.0   
756.23     3016.0       -7.9     3008.1     -49.0   
760.23     3028.5       -7.3     3021.2     -48.9   
764.23     3045.1       -6.6     3038.5     -48.8   
772.23     3078.4       -5.3     3073.1     -48.7   
776.23     3095.1       -4.7     3090.4     -48.6   
780.23     3111.9       -4.0     3107.9     -48.6   
784.23     3124.7       -3.4     3121.3     -48.5   
788.23     3145.6       -2.8     3142.8     -48.4   
792.23     3162.5       -2.3     3160.2     -48.3   
796.23     3179.4       -1.7     3177.7     -48.2   
800.23     3192.4       -1.2     3191.2     -48.1   
804.23     3213.4       -0.7     3212.7     -48.0   
808.23     3226.4       -0.2     3226.2     -47.9   
812.23     3243.5        0.2     3243.7     -47.8   
816.23     3260.5        0.7     3261.2     -47.7   
820.23     3277.6        1.1     3278.7     -47.6   
824.23     3294.6        1.5     3296.1     -47.5   
828.23     3311.7        1.9     3313.6     -47.4   
836.23     3349.9        2.6     3352.5     -47.2   
840.23     3367.1        3.0     3370.1     -47.0   
844.23     3384.2        3.4     3387.6     -46.9   
848.23     3401.4        3.7     3405.1     -46.8   
852.23     3418.6        4.1     3422.7     -46.7   
856.23     3435.8        4.4     3440.2     -46.6   
860.23     3453.1        4.8     3457.9     -46.4   
864.23     3470.3        5.1     3475.4     -46.3   
868.23     3487.6        5.5     3493.0     -46.2   
872.23     3504.9        5.8     3510.7     -46.0   
876.23     3526.2        6.1     3532.3     -45.9   
880.23     3543.5        6.5     3550.0     -45.7   
884.23     3560.9        6.8     3567.7     -45.6   
888.23     3578.2        7.1     3585.3     -45.5   
892.23     3599.6        7.4     3607.0     -45.3   
900.23     3634.4        8.1     3642.5     -45.0   
904.23     3651.8        8.4     3660.2     -44.8   
908.23     3673.2        8.8     3682.0     -44.7   
912.23     3690.6        9.1     3699.7     -44.5   
916.23     3712.1        9.4     3721.5     -44.4   
920.23     3729.5        9.8     3739.3     -44.2   
924.23     3747.0       10.1     3757.1     -44.0   
928.23     3768.5       10.5     3779.0     -43.9   
932.23     3786.0       10.8     3796.8     -43.7   
936.23     3803.5       11.2     3814.7     -43.5   
940.23     3821.0       11.6     3832.6     -43.3   
944.23     3842.5       11.9     3854.4     -43.1   
948.23     3860.0       12.3     3872.3     -43.0   
952.23     3881.6       12.7     3894.3     -42.8   
956.23     3899.1       13.0     3912.1     -42.6   
