 -63.68    60 2 4
 -63.367   59 1 4
 -63.055   59 2 4
 -62.977   77 3 2
 -62.742   57 1 4
 -62.43  1800 2 3
 -62.117 1758 1 3
 -61.977   65 3 2
 -61.805 1713 2 3
 -61.492 1694 1 3
 -61.18  1661 2 3
 -60.977   98 3 2
 -60.867 1640 1 3
 -60.555 1607 2 3
 -60.242 1560 1 3
 -59.977   94 3 2
 -59.93  1534 2 3
 -59.852  121 5 0
 -59.617 1517 1 3
 -59.305 1476 2 3
 -58.992 1461 1 3
 -58.977  100 3 2
 -58.68  1444 2 3
 -58.367 1404 1 3
 -58.055 1394 2 3
 -57.977  113 3 2
 -57.742 1384 1 3
 -57.43  1318 2 3
 -57.117 1317 1 3
 -56.977  119 3 2
 -56.805 1298 2 3
 -56.492 1308 1 3
 -56.18  1246 2 3
 -55.977  114 3 2
 -55.867 1246 1 3
 -55.555 1202 2 3
 -55.242 1207 1 3
 -54.977  116 3 2
 -54.93  1185 2 3
 -54.617 1172 1 3
 -54.305 1146 2 3
 -53.992 1160 1 3
 -53.977  120 3 2
 -53.68  1120 2 3
 -53.367 1119 1 3
 -53.055 1091 2 3
 -52.977  129 3 2
 -52.742 1100 1 3
 -52.43  1115 2 3
 -52.117 1071 1 3
 -51.977  128 3 2
 -51.852  126 8 0
 -51.805 1027 2 3
 -51.492 1044 1 3
 -51.18   998 2 3
 -50.977  141 3 2
 -50.867 1038 1 3
 -50.555  975 2 3
 -50.242  999 1 3
 -49.977  143 3 2
 -49.93   900 2 3
 -49.617  920 1 3
 -49.305  902 2 3
 -48.992  836 1 3
 -48.977  150 3 2
 -48.68   822 2 3
 -48.367  833 1 3
 -48.055  774 2 3
 -47.977  140 3 2
 -47.742  798 1 3
 -47.43   763 2 3
 -47.117  758 1 3
 -46.977  131 3 2
 -46.805  747 2 3
 -46.492  787 1 3
 -46.18   725 2 3
 -45.977  115 3 2
 -45.867  754 1 3
 -45.555  743 2 3
 -45.242  798 1 3
 -44.977  127 3 2
 -44.93   759 2 3
 -44.617  781 1 3
 -44.305  813 2 3
 -43.992  771 1 3
 -43.977  108 3 2
 -43.852  119 6 0
 -43.68   743 2 3
 -43.367  766 1 3
 -43.055  746 2 3
 -42.977  116 3 2
 -42.742  735 1 3
 -42.43   718 2 3
 -42.117  771 1 3
 -41.977  123 3 2
 -41.805  760 2 3
 -41.492  788 1 3
 -41.18   728 2 3
 -40.977   95 3 2
 -40.867  742 1 3
 -40.555  784 2 3
 -40.242  797 1 3
 -39.977  115 3 2
 -39.93   733 2 3
 -39.617  810 1 3
 -39.305  783 2 3
 -38.992  793 1 3
 -38.977  108 3 2
 -38.68   735 2 3
 -38.367  790 1 3
 -38.055  809 2 3
 -37.977   83 3 2
 -37.742  792 1 3
 -37.43   733 2 3
 -37.117  798 1 3
 -36.977  108 3 2
 -36.805  798 2 3
 -36.492  802 1 3
 -36.18   795 2 3
 -35.977   76 3 2
 -35.867  828 1 3
 -35.852  120 7 0
 -35.555  829 2 3
 -35.242  828 1 3
 -34.977  103 3 2
 -34.93   764 2 3
 -34.617  772 1 3
 -34.305  819 2 3
 -33.992  830 1 3
 -33.977   86 3 2
 -33.68   766 2 3
 -33.367  831 1 3
 -33.055  857 2 3
 -32.977   75 3 2
 -32.742  830 1 3
 -32.43   805 2 3
 -32.117  831 1 3
 -31.977  106 3 2
 -31.805  868 2 3
 -31.492  880 1 3
 -31.18   831 2 3
 -30.977   47 3 2
 -30.867  827 1 3
 -30.555  893 2 3
 -30.242  925 1 3
 -29.977  109 3 2
 -29.93   868 2 3
 -29.617  829 1 3
 -29.305  867 2 3
 -28.992  937 1 3
 -28.977   38 3 2
 -28.68   883 2 3
 -28.367  904 1 3
 -28.055  849 2 3
 -27.977   98 3 2
 -27.852  118 4 0
 -27.742  879 1 3
 -27.43   889 2 3
 -27.117  897 1 3
 -26.977   26 3 2
 -26.805  878 2 3
 -26.492  898 1 3
 -26.18   948 2 3
 -25.977  102 3 2
 -25.867  901 1 3
 -25.555  885 2 3
 -25.242  911 1 3
 -24.977   41 3 2
 -24.93   894 2 3
 -24.617  926 1 3
 -24.305  932 2 3
 -23.992  835 1 3
 -23.977  106 3 2
 -23.68   901 2 3
 -23.367  923 1 3
 -23.055  946 2 3
 -22.977   13 3 2
 -22.742  886 1 3
 -22.43   884 2 3
 -22.117  895 1 3
 -21.977   88 3 2
 -21.805  906 2 3
 -21.492  921 1 3
 -21.18   873 2 3
 -20.977   14 3 2
 -20.867  901 1 3
 -20.555  942 2 3
 -20.242  991 1 3
 -19.977   80 3 2
 -19.93   937 2 3
 -19.852  120 5 0
 -19.617  891 1 3
 -19.305  936 2 3
 -18.992  928 1 3
 -18.977   33 3 2
 -18.68   948 2 3
 -18.367  893 1 3
 -18.055  904 2 3
 -17.977   60 3 2
 -17.742  880 1 3
 -17.43   955 2 3
 -17.117  934 1 3
 -16.977   58 3 2
 -16.805  918 2 3
 -16.492  895 1 3
 -16.18   924 2 3
 -15.977   54 3 2
 -15.867  911 1 3
 -15.555  962 2 3
 -15.242  934 1 3
 -14.977   38 3 2
 -14.93   903 2 3
 -14.617  930 1 3
 -14.305  957 2 3
 -13.992  931 1 3
 -13.977   21 3 2
 -13.68   913 2 3
 -13.367  938 1 3
 -13.055  930 2 3
 -12.977   50 3 2
 -12.742  902 1 3
 -12.43   891 2 3
 -12.117  922 1 3
 -11.977   29 3 2
 -11.852  126 8 0
 -11.805  974 2 3
 -11.492  946 1 3
 -11.18   909 2 3
 -10.977   46 3 2
 -10.867  917 1 3
 -10.555  867 2 3
 -10.242  908 1 3
  -9.977   26 3 2
  -9.93   953 2 3
  -9.617  859 1 3
  -9.305  862 2 3
  -8.992  915 1 3
  -8.977   53 3 2
  -8.68   907 2 3
  -8.367  889 1 3
  -8.055  896 2 3
  -7.977    5 3 2
  -7.742  888 1 3
  -7.43   905 2 3
  -7.117  897 1 3
  -6.977   52 3 2
  -6.805  912 2 3
  -6.492  887 1 3
  -6.18   904 2 3
  -5.977   17 3 2
