   0.02   16.02 42.9010
  16.02   32.02 25.0260
  32.02   48.02 23.4350
  48.02   64.02 23.4050
  64.02   80.02 23.4370
  80.02   96.02 23.3460
  96.02  112.02 23.4080
 112.02  128.02 23.3790
 128.02  144.02 23.3490
 144.02  160.02 23.3500
 160.02  176.02 23.3820
 176.02  192.02 23.3830
 192.02  208.02 23.3540
 208.02  224.02 23.3550
 224.02  240.02 23.3250
 240.02  256.02 23.3260
 256.02  272.02 23.2970
 272.02  288.02 23.3590
 288.02  304.02 23.2990
 304.02  320.02 23.3310
 320.02  336.02 23.3320
 336.02  352.02 23.3330
 352.02  368.02 23.3340
 368.02  384.02 23.3050
 384.02  400.02 23.2750
 400.02  416.02 23.2760
 416.02  432.02 23.3080
 432.02  448.02 23.2780
 448.02  464.02 23.2800
 464.02  480.02 23.2810
 480.02  496.02 23.2820
 496.02  512.02 23.2520
 512.02  528.02 23.2530
 528.02  544.02 23.2840
 544.02  560.02 23.2550
 560.02  576.02 23.2550
 576.02  592.02 23.2410
 592.02  608.02 23.2260
 608.02  624.02 23.2570
 624.02  640.02 23.2270
 640.02  656.02 23.2590
 656.02  672.02 23.1980
 672.02  688.02 23.2290
 688.02  704.02 23.1980
 704.02  720.02 23.2290
 720.02  736.02 23.1680
 736.02  752.02 23.2600
 752.02  768.02 23.1990
 768.02  784.02 23.1990
 784.02  800.02 23.1990
 800.02  816.02 23.1990
 816.02  832.02 23.2300
 832.02  848.02 23.1990
 848.02  864.02 23.1990
 864.02  880.02 23.1370
 880.02  896.02 23.2290
 896.02  912.02 23.1670
 912.02  928.02 23.1970
 928.02  944.02 23.1660
 944.02  960.02 23.2270
 960.02  976.02 23.1650
 976.02  992.02 23.1650
 992.02 1008.02 23.1640
1008.02 1024.02 23.2250
1024.02 1040.02 23.1630
1040.02 1056.02 23.1930
1056.02 1072.02 23.1610
1072.02 1088.02 23.1910
1088.02 1104.02 23.1900
1104.02 1120.02 23.1890
1120.02 1136.02 23.1880
1136.02 1152.02 23.1880
1152.02 1168.02 23.1870
1168.02 1184.02 23.1860
1184.02 1200.02 23.2150
1200.02 1216.02 23.1830
1216.02 1232.02 23.2130
1232.02 1248.02 23.2120
1248.02 1264.02 23.2110
1264.02 1280.02 23.1790
1280.02 1296.02 23.2090
1296.02 1312.02 23.1770
1312.02 1328.02 23.2370
1328.02 1344.02 23.1440
1344.02 1360.02 23.2650
1360.02 1376.02 23.1720
1376.02 1392.02 23.2020
1392.02 1408.02 23.2620
1408.02 1424.02 23.2300
