 4.23    354.4    1.3   
 8.23    398.3    1.2   
12.23    414.9    1.1   
16.23    435.4    0.9   
20.23    444.7    0.8   
24.23    454.0    0.6   
28.23    463.8    0.5   
32.23    473.7    0.3   
