1304.023 1320.023 753  2
1304.023 1320.023   3 24
1312.023 1328.023 757  1
1312.023 1328.023   3 24
1312.07  1328.07   17  3
1312.07  1328.07   34  4
1312.07  1328.07   23  5
1312.07  1328.07    2 25
1320.023 1336.023 753  2
1328.024 1344.024 754  1
1328.07  1344.07   16  3
1328.07  1344.07   32  4
1328.07  1344.07   22  5
1328.07  1344.07    2 25
1249.039 1345.008   0 61
1249.039 1345.008   0 62
1249.039 1345.008  56 63
1249.039 1345.008 292 64
1249.039 1345.008 252 65
1249.039 1345.008  12 66
1249.039 1345.008   0 67
1249.039 1345.008   0 68
1249.039 1345.008   0 71
1249.039 1345.008   0 72
1249.039 1345.008   0 73
1249.039 1345.008   0 74
1336.024 1352.024 754  2
1336.024 1352.024   3 24
1344.024 1360.024 758  1
1344.024 1360.024   3 24
1344.07  1360.07   13  3
1344.07  1360.07   32  4
1344.07  1360.07   20  5
1344.07  1360.07    2 25
1352.024 1368.024 754  2
1360.024 1376.024 755  1
1360.07  1376.07   11  3
1360.07  1376.07   30  4
1360.07  1376.07   19  5
1360.07  1376.07    2 25
1368.024 1384.024 752  2
1368.024 1384.024   3 24
1376.023 1392.023 756  1
1376.023 1392.023   3 24
1376.07  1392.07   11  3
1376.07  1392.07   29  4
1376.07  1392.07   18  5
1376.07  1392.07    2 25
1384.023 1400.023 753  2
1392.023 1408.023 758  1
1392.07  1408.07   11  3
1392.07  1408.07   27  4
1392.07  1408.07   17  5
1392.07  1408.07    2 25
1400.023 1416.023 754  2
1400.023 1416.023   3 24
1408.023 1424.023 757  1
1408.023 1424.023   3 24
1408.07  1424.07    8  3
1408.07  1424.07   27  4
1408.07  1424.07   16  5
1408.07  1424.07    2 25
1416.023 1432.023 754  2
1424.024 1440.024 756  1
1424.07  1440.07    7  3
1424.07  1440.07   24  4
1424.07  1440.07   15  5
1424.07  1440.07    2 25
1345.039 1441.008   0 61
1345.039 1441.008   2 62
1345.039 1441.008  42 63
1345.039 1441.008 231 64
1345.039 1441.008 306 65
1345.039 1441.008  27 66
1345.039 1441.008   0 67
1345.039 1441.008   0 68
1345.039 1441.008   0 71
1345.039 1441.008   0 72
1345.039 1441.008   0 73
1345.039 1441.008  14 74
1432.024 1448.024 754  2
1432.024 1448.024   3 24
1440.024 1456.024 757  1
1440.024 1456.024   3 24
1440.07  1456.07    6  3
1440.07  1456.07   26  4
1440.07  1456.07   14  5
1440.07  1456.07    2 25
1448.024 1464.024 754  2
1456.024 1472.024 756  1
1456.07  1472.07    7  3
1456.07  1472.07   25  4
1456.07  1472.07   15  5
1456.07  1472.07    2 25
1464.024 1480.024 754  2
1464.024 1480.024   3 24
1472.023 1488.023 757  1
1472.023 1488.023   3 24
1472.07  1488.07    6  3
1472.07  1488.07   22  4
1472.07  1488.07   14  5
1472.07  1488.07    2 25
1480.023 1496.023 754  2
1488.023 1504.023 756  1
1488.07  1504.07    7  3
1488.07  1504.07   22  4
1488.07  1504.07   13  5
1488.07  1504.07    2 25
1496.023 1512.023 755  2
1496.023 1512.023   3 24
1504.023 1520.023 757  1
1504.023 1520.023   3 24
1504.07  1520.07    6  3
1504.07  1520.07   23  4
1504.07  1520.07   14  5
1504.07  1520.07    2 25
1512.023 1528.023 754  2
1520.024 1536.024 757  1
1520.07  1536.07    5  3
1520.07  1536.07   21  4
1520.07  1536.07   13  5
1520.07  1536.07    2 25
1441.039 1537.008   0 61
1441.039 1537.008   1 62
1441.039 1537.008  59 63
1441.039 1537.008 252 64
1441.039 1537.008 278 65
1441.039 1537.008  20 66
1441.039 1537.008   0 67
1441.039 1537.008   0 68
1441.039 1537.008   0 71
1441.039 1537.008   0 72
1441.039 1537.008   0 73
1441.039 1537.008  48 74
1528.024 1544.024 755  2
1528.024 1544.024   3 24
1536.024 1552.024 758  1
1536.024 1552.024   3 24
1536.07  1552.07    4  3
1536.07  1552.07   21  4
1536.07  1552.07   13  5
1536.07  1552.07    2 25
1544.024 1560.024 755  2
1552.024 1568.024 758  1
1552.07  1568.07    5  3
1552.07  1568.07   22  4
1552.07  1568.07   13  5
1552.07  1568.07    2 25
1560.024 1576.024 755  2
1560.024 1576.024   3 24
1568.023 1584.023 757  1
1568.023 1584.023   3 24
1568.07  1584.07    5  3
1568.07  1584.07   22  4
1568.07  1584.07   13  5
1568.07  1584.07    2 25
1576.023 1592.023 755  2
1584.023 1600.023 757  1
1584.07  1600.07    4  3
1584.07  1600.07   20  4
1584.07  1600.07   12  5
1584.07  1600.07    2 25
1592.023 1608.023 754  2
1592.023 1608.023   3 24
1600.023 1616.023 757  1
1600.023 1616.023   3 24
1600.07  1616.07    4  3
1600.07  1616.07   21  4
1600.07  1616.07   12  5
1600.07  1616.07    2 25
1608.023 1624.023 755  2
1616.024 1632.024 757  1
1616.07  1632.07    5  3
1616.07  1632.07   23  4
1616.07  1632.07   12  5
1616.07  1632.07    2 25
1537.039 1633.008   0 61
1537.039 1633.008   1 62
1537.039 1633.008  61 63
1537.039 1633.008 282 64
1537.039 1633.008 266 65
1537.039 1633.008  11 66
1537.039 1633.008   0 67
1537.039 1633.008   0 68
1537.039 1633.008   0 71
1537.039 1633.008   0 72
1537.039 1633.008   6 73
1537.039 1633.008  49 74
1624.024 1640.024 754  2
1624.024 1640.024   3 24
1632.024 1648.024 758  1
1632.024 1648.024   3 24
1632.07  1648.07    4  3
1632.07  1648.07   20  4
1632.07  1648.07   12  5
1632.07  1648.07    2 25
1640.024 1656.024 756  2
1648.024 1664.024 757  1
1648.07  1664.07    4  3
1648.07  1664.07   20  4
1648.07  1664.07   12  5
1648.07  1664.07    2 25
1656.024 1672.024 755  2
1656.024 1672.024   3 24
1664.023 1680.023 758  1
1664.023 1680.023   3 24
1664.07  1680.07    5  3
1664.07  1680.07   21  4
1664.07  1680.07   13  5
1664.07  1680.07    2 25
1672.023 1688.023 755  2
1680.023 1696.023 758  1
1680.07  1696.07    4  3
1680.07  1696.07   20  4
1680.07  1696.07   12  5
1680.07  1696.07    2 25
1688.023 1704.023 755  2
1688.023 1704.023   3 24
1696.023 1712.023 758  1
1696.023 1712.023   3 24
1696.07  1712.07    5  3
1696.07  1712.07   21  4
1696.07  1712.07   12  5
1696.07  1712.07    2 25
1704.023 1720.023 756  2
1712.024 1728.024 758  1
1712.07  1728.07    5  3
1712.07  1728.07   20  4
1712.07  1728.07   12  5
1712.07  1728.07    2 25
1633.039 1729.008   0 61
1633.039 1729.008   2 62
1633.039 1729.008  62 63
1633.039 1729.008 252 64
1633.039 1729.008 263 65
1633.039 1729.008  30 66
1633.039 1729.008   0 67
1633.039 1729.008   0 68
1633.039 1729.008   0 71
1633.039 1729.008   0 72
1633.039 1729.008  14 73
1633.039 1729.008  63 74
1720.024 1736.024 755  2
1720.024 1736.024   3 24
1728.024 1744.024 758  1
1728.024 1744.024   3 24
1728.07  1744.07    4  3
1728.07  1744.07   24  4
1728.07  1744.07   13  5
1728.07  1744.07    2 25
1736.024 1752.024 755  2
1744.024 1760.024 758  1
1744.07  1760.07    5  3
1744.07  1760.07   21  4
1744.07  1760.07   13  5
1744.07  1760.07    2 25
1752.024 1768.024 756  2
1752.024 1768.024   3 24
1760.023 1776.023 758  1
1760.023 1776.023   3 24
1760.07  1776.07    4  3
1760.07  1776.07   23  4
1760.07  1776.07   13  5
1760.07  1776.07    2 25
1768.023 1784.023 755  2
1776.023 1792.023 758  1
1776.07  1792.07    5  3
1776.07  1792.07   22  4
1776.07  1792.07   13  5
1776.07  1792.07    2 25
1784.023 1800.023 755  2
1784.023 1800.023   3 24
1792.023 1808.023 758  1
1792.023 1808.023   3 24
1792.07  1808.07    5  3
1792.07  1808.07   23  4
1792.07  1808.07   13  5
1792.07  1808.07    2 25
1800.023 1816.023 756  2
1808.024 1824.024 759  1
1808.07  1824.07    4  3
1808.07  1824.07   21  4
1808.07  1824.07   12  5
1808.07  1824.07    2 25
1729.039 1825.008   0 61
1729.039 1825.008   1 62
1729.039 1825.008  72 63
1729.039 1825.008 269 64
1729.039 1825.008 263 65
1729.039 1825.008  21 66
1729.039 1825.008   0 67
1729.039 1825.008   0 68
1729.039 1825.008   0 71
1729.039 1825.008   0 72
1729.039 1825.008   6 73
1729.039 1825.008  54 74
1816.024 1832.024 756  2
1816.024 1832.024   3 24
1824.024 1840.024 759  1
1824.024 1840.024   3 24
1824.07  1840.07    6  3
1824.07  1840.07   22  4
1824.07  1840.07   12  5
1824.07  1840.07    2 25
1832.024 1848.024 756  2
1840.024 1856.024 758  1
1840.07  1856.07    4  3
1840.07  1856.07   20  4
1840.07  1856.07   13  5
