PDS_VERSION_ID = PDS3                                                         
RECORD_TYPE = FIXED_LENGTH                                                    
RECORD_BYTES = 80                                                             
FILE_RECORDS = 5792                                                           
LABEL_RECORDS = 91                                                            
^TABLE = 92                                                                   
DATA_SET_ID = "GP-J-NFR-3-ENTRY-V1.0"                                         
SPACECRAFT_NAME = "GALILEO PROBE"                                             
INSTRUMENT_NAME = "NET FLUX RADIOMETER"                                       
TARGET_NAME = JUPITER                                                         
MISSION_PHASE_NAME = "PROBE DESCENT"                                          
START_TIME = "UNK"                                                            
STOP_TIME = "UNK"                                                             
PRODUCT_NAME = "TDSRB.TAB"                                                    
PRODUCT_ID = "TDSRB.TAB"                                                      
PRODUCT_CREATION_TIME =  1998-08-14                                           
DESCRIPTION = "                                                               
# tdepsr.b                                                                    
# Released 4 DEC 95 by Pat Fry, UW SSEC                                       
# Temperature-dependent spectral response for channel B.                      
# format: wavelength(micrometers), response at NTEMPS temperatures.           
# T-dep response inserted from 2.8 to 3.4um.                                  
#                                                                             
# Spectral response file was previously:                                      
# NFRSRB                                                                      
# Released 25 Jan 95 by Pat Fry, UW SSEC                                      
# Previously released as SR930527.B on 27 May 93                              
# Previously released as BSR.DAT on 10/5/88                                   
# Galileo NFR Channel B Spectral Response                                     
# Column 1 is wavelength in micrometers.                                      
# Column 2 is spectral response, normalized to 1.0                            
# at maximum.                                                                 
# Data source is SN01R spectral response tests.                               
# See UW SSEC 'Reference Detectors, Spectral Response'                        
# log book, p.80 for details.                                                 
# See also: 'Calibration of the Galileo Net Flux Radiometer,'                 
# presented at the Fourth DSL/USU and NIST Symposium on                       
# Infrared Radiometric Sensor Calibration (May 9-12, 1994).                   
      4.00000 = NTEMPS                                                        
  -40.00  -10.00   20.00   50.00 = TEMPS                                      
    5701 = NDATA                                                              
"                                                                             
                                                                              
OBJECT = TABLE                                                                
INTERCHANGE_FORMAT = ASCII                                                    
ROWS = 5701                                                                   
COLUMNS = 5                                                                   
ROW_BYTES = 80                                                                
                                                                              
OBJECT = COLUMN                                                               
NAME = WAVELENGTH                                                             
DESCRIPTION = "Wavelength in micrometers"                                     
DATA_TYPE = REAL                                                              
START_BYTE = 1                                                                
BYTES = 10                                                                    
END_OBJECT = COLUMN                                                           
                                                                              
OBJECT = COLUMN                                                               
NAME = SR_MIN40C                                                              
DESCRIPTION = "Relative Spectral Response at -40C"                            
DATA_TYPE = REAL                                                              
START_BYTE = 12                                                               
BYTES = 10                                                                    
END_OBJECT = COLUMN                                                           
                                                                              
OBJECT = COLUMN                                                               
NAME = SR_MIN10C                                                              
DESCRIPTION = "Relative Spectral Response at -10C"                            
DATA_TYPE = REAL                                                              
START_BYTE = 23                                                               
BYTES = 10                                                                    
END_OBJECT = COLUMN                                                           
                                                                              
OBJECT = COLUMN                                                               
NAME = SR_POS40C                                                              
DESCRIPTION = "Relative Spectral Response at +20C"                            
DATA_TYPE = REAL                                                              
START_BYTE = 34                                                               
BYTES = 10                                                                    
END_OBJECT = COLUMN                                                           
                                                                              
OBJECT = COLUMN                                                               
NAME = SR_POS50C                                                              
DESCRIPTION = "Relative Spectral Response at +50C"                            
DATA_TYPE = REAL                                                              
START_BYTE = 45                                                               
BYTES = 10                                                                    
END_OBJECT = COLUMN                                                           
                                                                              
END_OBJECT = TABLE                                                            
END                                                                           
    0.2000,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2010,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2020,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2030,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2040,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2050,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2060,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2070,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2080,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2090,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2100,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2110,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2120,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2130,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2140,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2150,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2160,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2170,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2180,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2190,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2200,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2210,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2220,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2230,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2240,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2250,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2260,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2270,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2280,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2290,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2300,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2310,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2320,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2330,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2340,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2350,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2360,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2370,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2380,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2390,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2400,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2410,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2420,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2430,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2440,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2450,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2460,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2470,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2480,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2490,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2500,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2510,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2520,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2530,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2540,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2550,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2560,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2570,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2580,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2590,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2600,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2610,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2620,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2630,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2640,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2650,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2660,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2670,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2680,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2690,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2700,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2710,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2720,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2730,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2740,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2750,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2760,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2770,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2780,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2790,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2800,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2810,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2820,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2830,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2840,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2850,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2860,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2870,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2880,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2890,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2900,    0.0000,    0.0000,    0.0000,    0.0000                        
    0.2910,    0.0017,    0.0017,    0.0017,    0.0017                        
    0.2920,    0.0033,    0.0033,    0.0033,    0.0033                        
    0.2930,    0.0050,    0.0050,    0.0050,    0.0050                        
    0.2940,    0.0067,    0.0067,    0.0067,    0.0067                        
    0.2950,    0.0083,    0.0083,    0.0083,    0.0083                        
    0.2960,    0.0100,    0.0100,    0.0100,    0.0100                        
    0.2970,    0.0117,    0.0117,    0.0117,    0.0117                        
    0.2980,    0.0133,    0.0133,    0.0133,    0.0133                        
    0.2990,    0.0150,    0.0150,    0.0150,    0.0150                        
    0.3000,    0.0167,    0.0167,    0.0167,    0.0167                        
    0.3010,    0.0168,    0.0168,    0.0168,    0.0168                        
    0.3020,    0.0169,    0.0169,    0.0169,    0.0169                        
    0.3030,    0.0170,    0.0170,    0.0170,    0.0170                        
    0.3040,    0.0171,    0.0171,    0.0171,    0.0171                        
    0.3050,    0.0171,    0.0171,    0.0171,    0.0171                        
    0.3060,    0.0172,    0.0172,    0.0172,    0.0172                        
    0.3070,    0.0173,    0.0173,    0.0173,    0.0173                        
    0.3080,    0.0174,    0.0174,    0.0174,    0.0174                        
    0.3090,    0.0175,    0.0175,    0.0175,    0.0175                        
    0.3100,    0.0176,    0.0176,    0.0176,    0.0176                        
    0.3110,    0.0207,    0.0207,    0.0207,    0.0207                        
    0.3120,    0.0238,    0.0238,    0.0238,    0.0238                        
    0.3130,    0.0269,    0.0269,    0.0269,    0.0269                        
    0.3140,    0.0299,    0.0299,    0.0299,    0.0299                        
    0.3150,    0.0330,    0.0330,    0.0330,    0.0330                        
    0.3160,    0.0361,    0.0361,    0.0361,    0.0361                        
    0.3170,    0.0392,    0.0392,    0.0392,    0.0392                        
    0.3180,    0.0423,    0.0423,    0.0423,    0.0423                        
    0.3190,    0.0453,    0.0453,    0.0453,    0.0453                        
    0.3200,    0.0484,    0.0484,    0.0484,    0.0484                        
    0.3210,    0.0568,    0.0568,    0.0568,    0.0568                        
    0.3220,    0.0652,    0.0652,    0.0652,    0.0652                        
    0.3230,    0.0736,    0.0736,    0.0736,    0.0736                        
    0.3240,    0.0820,    0.0820,    0.0820,    0.0820                        
    0.3250,    0.0904,    0.0904,    0.0904,    0.0904                        
    0.3260,    0.0988,    0.0988,    0.0988,    0.0988                        
    0.3270,    0.1072,    0.1072,    0.1072,    0.1072                        
    0.3280,    0.1156,    0.1156,    0.1156,    0.1156                        
    0.3290,    0.1239,    0.1239,    0.1239,    0.1239                        
    0.3300,    0.1323,    0.1323,    0.1323,    0.1323                        
    0.3310,    0.1406,    0.1406,    0.1406,    0.1406                        
    0.3320,    0.1489,    0.1489,    0.1489,    0.1489                        
    0.3330,    0.1572,    0.1572,    0.1572,    0.1572                        
    0.3340,    0.1655,    0.1655,    0.1655,    0.1655                        
    0.3350,    0.1738,    0.1738,    0.1738,    0.1738                        
    0.3360,    0.1821,    0.1821,    0.1821,    0.1821                        
    0.3370,    0.1904,    0.1904,    0.1904,    0.1904                        
    0.3380,    0.1987,    0.1987,    0.1987,    0.1987                        
    0.3390,    0.2069,    0.2069,    0.2069,    0.2069                        
    0.3400,    0.2152,    0.2152,    0.2152,    0.2152                        
    0.3410,    0.2167,    0.2167,    0.2167,    0.2167                        
    0.3420,    0.2181,    0.2181,    0.2181,    0.2181                        
    0.3430,    0.2195,    0.2195,    0.2195,    0.2195                        
    0.3440,    0.2209,    0.2209,    0.2209,    0.2209                        
    0.3450,    0.2224,    0.2224,    0.2224,    0.2224                        
    0.3460,    0.2238,    0.2238,    0.2238,    0.2238                        
    0.3470,    0.2252,    0.2252,    0.2252,    0.2252                        
    0.3480,    0.2266,    0.2266,    0.2266,    0.2266                        
    0.3490,    0.2281,    0.2281,    0.2281,    0.2281                        
    0.3500,    0.2295,    0.2295,    0.2295,    0.2295                        
    0.3510,    0.2301,    0.2301,    0.2301,    0.2301                        
    0.3520,    0.2308,    0.2308,    0.2308,    0.2308                        
    0.3530,    0.2314,    0.2314,    0.2314,    0.2314                        
    0.3540,    0.2321,    0.2321,    0.2321,    0.2321                        
    0.3550,    0.2327,    0.2327,    0.2327,    0.2327                        
    0.3560,    0.2334,    0.2334,    0.2334,    0.2334                        
    0.3570,    0.2340,    0.2340,    0.2340,    0.2340                        
    0.3580,    0.2346,    0.2346,    0.2346,    0.2346                        
    0.3590,    0.2353,    0.2353,    0.2353,    0.2353                        
    0.3600,    0.2359,    0.2359,    0.2359,    0.2359                        
    0.3610,    0.2356,    0.2356,    0.2356,    0.2356                        
    0.3620,    0.2354,    0.2354,    0.2354,    0.2354                        
    0.3630,    0.2351,    0.2351,    0.2351,    0.2351                        
    0.3640,    0.2348,    0.2348,    0.2348,    0.2348                        
    0.3650,    0.2345,    0.2345,    0.2345,    0.2345                        
    0.3660,    0.2343,    0.2343,    0.2343,    0.2343                        
    0.3670,    0.2340,    0.2340,    0.2340,    0.2340                        
    0.3680,    0.2337,    0.2337,    0.2337,    0.2337                        
    0.3690,    0.2334,    0.2334,    0.2334,    0.2334                        
    0.3700,    0.2331,    0.2331,    0.2331,    0.2331                        
    0.3710,    0.2331,    0.2331,    0.2331,    0.2331                        
    0.3720,    0.2330,    0.2330,    0.2330,    0.2330                        
    0.3730,    0.2330,    0.2330,    0.2330,    0.2330                        
    0.3740,    0.2329,    0.2329,    0.2329,    0.2329                        
    0.3750,    0.2329,    0.2329,    0.2329,    0.2329                        
    0.3760,    0.2329,    0.2329,    0.2329,    0.2329                        
    0.3770,    0.2328,    0.2328,    0.2328,    0.2328                        
    0.3780,    0.2328,    0.2328,    0.2328,    0.2328                        
    0.3790,    0.2327,    0.2327,    0.2327,    0.2327                        
    0.3800,    0.2327,    0.2327,    0.2327,    0.2327                        
    0.3810,    0.2362,    0.2362,    0.2362,    0.2362                        
    0.3820,    0.2396,    0.2396,    0.2396,    0.2396                        
    0.3830,    0.2431,    0.2431,    0.2431,    0.2431                        
    0.3840,    0.2466,    0.2466,    0.2466,    0.2466                        
    0.3850,    0.2501,    0.2501,    0.2501,    0.2501                        
    0.3860,    0.2536,    0.2536,    0.2536,    0.2536                        
    0.3870,    0.2571,    0.2571,    0.2571,    0.2571                        
    0.3880,    0.2606,    0.2606,    0.2606,    0.2606                        
    0.3890,    0.2641,    0.2641,    0.2641,    0.2641                        
    0.3900,    0.2676,    0.2676,    0.2676,    0.2676                        
    0.3910,    0.2746,    0.2746,    0.2746,    0.2746                        
    0.3920,    0.2817,    0.2817,    0.2817,    0.2817                        
    0.3930,    0.2887,    0.2887,    0.2887,    0.2887                        
    0.3940,    0.2958,    0.2958,    0.2958,    0.2958                        
    0.3950,    0.3029,    0.3029,    0.3029,    0.3029                        
    0.3960,    0.3099,    0.3099,    0.3099,    0.3099                        
    0.3970,    0.3170,    0.3170,    0.3170,    0.3170                        
    0.3980,    0.3240,    0.3240,    0.3240,    0.3240                        
    0.3990,    0.3311,    0.3311,    0.3311,    0.3311                        
    0.4000,    0.3381,    0.3381,    0.3381,    0.3381                        
    0.4010,    0.3462,    0.3462,    0.3462,    0.3462                        
    0.4020,    0.3542,    0.3542,    0.3542,    0.3542                        
    0.4030,    0.3622,    0.3622,    0.3622,    0.3622                        
    0.4040,    0.3703,    0.3703,    0.3703,    0.3703                        
    0.4050,    0.3783,    0.3783,    0.3783,    0.3783                        
    0.4060,    0.3863,    0.3863,    0.3863,    0.3863                        
    0.4070,    0.3944,    0.3944,    0.3944,    0.3944                        
    0.4080,    0.4024,    0.4024,    0.4024,    0.4024                        
    0.4090,    0.4104,    0.4104,    0.4104,    0.4104                        
    0.4100,    0.4185,    0.4185,    0.4185,    0.4185                        
    0.4110,    0.4249,    0.4249,    0.4249,    0.4249                        
    0.4120,    0.4313,    0.4313,    0.4313,    0.4313                        
    0.4130,    0.4377,    0.4377,    0.4377,    0.4377                        
    0.4140,    0.4442,    0.4442,    0.4442,    0.4442                        
    0.4150,    0.4506,    0.4506,    0.4506,    0.4506                        
    0.4160,    0.4570,    0.4570,    0.4570,    0.4570                        
    0.4170,    0.4634,    0.4634,    0.4634,    0.4634                        
    0.4180,    0.4699,    0.4699,    0.4699,    0.4699                        
    0.4190,    0.4763,    0.4763,    0.4763,    0.4763                        
    0.4200,    0.4827,    0.4827,    0.4827,    0.4827                        
    0.4210,    0.4878,    0.4878,    0.4878,    0.4878                        
    0.4220,    0.4929,    0.4929,    0.4929,    0.4929                        
    0.4230,    0.4980,    0.4980,    0.4980,    0.4980                        
    0.4240,    0.5031,    0.5031,    0.5031,    0.5031                        
    0.4250,    0.5082,    0.5082,    0.5082,    0.5082                        
    0.4260,    0.5133,    0.5133,    0.5133,    0.5133                        
    0.4270,    0.5184,    0.5184,    0.5184,    0.5184                        
    0.4280,    0.5235,    0.5235,    0.5235,    0.5235                        
    0.4290,    0.5286,    0.5286,    0.5286,    0.5286                        
    0.4300,    0.5337,    0.5337,    0.5337,    0.5337                        
    0.4310,    0.5375,    0.5375,    0.5375,    0.5375                        
    0.4320,    0.5412,    0.5412,    0.5412,    0.5412                        
    0.4330,    0.5449,    0.5449,    0.5449,    0.5449                        
    0.4340,    0.5486,    0.5486,    0.5486,    0.5486                        
    0.4350,    0.5524,    0.5524,    0.5524,    0.5524                        
    0.4360,    0.5561,    0.5561,    0.5561,    0.5561                        
    0.4370,    0.5598,    0.5598,    0.5598,    0.5598                        
    0.4380,    0.5636,    0.5636,    0.5636,    0.5636                        
    0.4390,    0.5673,    0.5673,    0.5673,    0.5673                        
    0.4400,    0.5710,    0.5710,    0.5710,    0.5710                        
    0.4410,    0.5741,    0.5741,    0.5741,    0.5741                        
    0.4420,    0.5772,    0.5772,    0.5772,    0.5772                        
    0.4430,    0.5803,    0.5803,    0.5803,    0.5803                        
    0.4440,    0.5834,    0.5834,    0.5834,    0.5834                        
    0.4450,    0.5865,    0.5865,    0.5865,    0.5865                        
    0.4460,    0.5896,    0.5896,    0.5896,    0.5896                        
    0.4470,    0.5927,    0.5927,    0.5927,    0.5927                        
    0.4480,    0.5958,    0.5958,    0.5958,    0.5958                        
    0.4490,    0.5989,    0.5989,    0.5989,    0.5989                        
    0.4500,    0.6020,    0.6020,    0.6020,    0.6020                        
    0.4510,    0.6049,    0.6049,    0.6049,    0.6049                        
    0.4520,    0.6077,    0.6077,    0.6077,    0.6077                        
    0.4530,    0.6106,    0.6106,    0.6106,    0.6106                        
    0.4540,    0.6135,    0.6135,    0.6135,    0.6135                        
    0.4550,    0.6164,    0.6164,    0.6164,    0.6164                        
    0.4560,    0.6193,    0.6193,    0.6193,    0.6193                        
    0.4570,    0.6222,    0.6222,    0.6222,    0.6222                        
    0.4580,    0.6251,    0.6251,    0.6251,    0.6251                        
    0.4590,    0.6280,    0.6280,    0.6280,    0.6280                        
    0.4600,    0.6309,    0.6309,    0.6309,    0.6309                        
    0.4610,    0.6328,    0.6328,    0.6328,    0.6328                        
    0.4620,    0.6348,    0.6348,    0.6348,    0.6348                        
    0.4630,    0.6367,    0.6367,    0.6367,    0.6367                        
    0.4640,    0.6386,    0.6386,    0.6386,    0.6386                        
    0.4650,    0.6406,    0.6406,    0.6406,    0.6406                        
    0.4660,    0.6425,    0.6425,    0.6425,    0.6425                        
    0.4670,    0.6445,    0.6445,    0.6445,    0.6445                        
    0.4680,    0.6464,    0.6464,    0.6464,    0.6464                        
    0.4690,    0.6483,    0.6483,    0.6483,    0.6483                        
    0.4700,    0.6503,    0.6503,    0.6503,    0.6503                        
    0.4710,    0.6523,    0.6523,    0.6523,    0.6523                        
    0.4720,    0.6543,    0.6543,    0.6543,    0.6543                        
    0.4730,    0.6564,    0.6564,    0.6564,    0.6564                        
    0.4740,    0.6584,    0.6584,    0.6584,    0.6584                        
    0.4750,    0.6604,    0.6604,    0.6604,    0.6604                        
    0.4760,    0.6625,    0.6625,    0.6625,    0.6625                        
    0.4770,    0.6645,    0.6645,    0.6645,    0.6645                        
    0.4780,    0.6665,    0.6665,    0.6665,    0.6665                        
