 -49.4210        4.5054      266.0000         .4698
 -49.9290        4.5614      267.0000         .4739
 -50.4370        4.6179      268.0000         .4779
 -50.9450        4.6749      269.0000         .4820
 -51.4530        4.7324      270.0000         .4861
 -51.9610        4.7904      271.0000         .4903
 -52.4690        4.8489      272.0000         .4944
 -52.9780        4.9080      273.0000         .4986
 -53.4860        4.9675      274.0000         .5028
 -53.9950        5.0276      275.0000         .5070
 -54.5040        5.0882      276.0000         .5113
 -55.0130        5.1494      277.0000         .5155
 -55.5220        5.2110      278.0000         .5198
 -56.0310        5.2732      279.0000         .5241
 -56.5410        5.3360      280.0000         .5285
 -57.0510        5.3993      281.0000         .5328
 -57.5610        5.4631      282.0000         .5372
 -58.0710        5.5275      283.0000         .5416
 -58.5810        5.5924      284.0000         .5460
 -59.0000        5.6578      285.0000         .5505
 -59.6010        5.7238      286.0000         .5549
 -60.1120        5.7904      287.0000         .5594
 -60.6220        5.8575      288.0000         .5639
 -61.1330        5.9252      289.0000         .5685
 -61.6430        5.9934      290.0000         .5730
 -62.1540        6.0622      291.0000         .5776
 -62.6660        6.1316      292.0000         .5822
 -63.1770        6.2016      293.0000         .5868
 -63.6880        6.2721      294.0000         .5915
 -64.2000        6.3432      295.0000         .5961
 -64.7110        6.4149      296.0000         .6008
 -65.2220        6.4871      297.0000         .6055
 -65.7340        6.5600      298.0000         .6103
 -66.2460        6.6334      299.0000         .6150
 -66.7580        6.7074      300.0000         .6198
 -67.2700        6.7820      301.0000         .6246
 -67.7820        6.8573      302.0000         .6295
 -68.2950        6.9331      303.0000         .6343
 -68.8070        7.0095      304.0000         .6392
 -69.3190        7.0865      305.0000         .6441
 -69.8310        7.1641      306.0000         .6490
 -70.3440        7.2423      307.0000         .6539
 -70.8570        7.3212      308.0000         .6589
 -71.3690        7.4006      309.0000         .6639
 -71.8820        7.4807      310.0000         .6689
 -72.3950        7.5614      311.0000         .6739
 -72.9080        7.6427      312.0000         .6790
 -73.4200        7.7246      313.0000         .6841
 -73.9340        7.8072      314.0000         .6892
 -74.4470        7.8904      315.0000         .6943
 -74.9600        7.9742      316.0000         .6994
 -75.4730        8.0587      317.0000         .7046
 -75.9870        8.1438      318.0000         .7098
 -76.5000        8.2296      319.0000         .7150
 -77.0140        8.3160      320.0000         .7203
 -77.5270        8.4030      321.0000         .7255
 -78.0410        8.4907      322.0000         .7308
 -78.5540        8.5790      323.0000         .7361
 -79.0680        8.6680      324.0000         .7415
 -79.5820        8.7577      325.0000         .7468
 -80.0950        8.8480      326.0000         .7522
 -80.6090        8.9390      327.0000         .7576
 -81.1230        9.0306      328.0000         .7630
 -81.6370        9.1230      329.0000         .7685
 -82.1510        9.2160      330.0000         .7740
 -82.6660        9.3097      331.0000         .7795
 -83.1790        9.4040      332.0000         .7850
 -83.6930        9.4990      333.0000         .7905
 -84.2070        9.5947      334.0000         .7961
 -84.7220        9.6911      335.0000         .8017
 -85.2360        9.7882      336.0000         .8073
 -85.7500        9.8860      337.0000         .8130
 -86.2650        9.9845      338.0000         .8186
 -86.7810       10.0840      339.0000         .8243
 -87.2960       10.1840      340.0000         .8301
 -87.8070       10.2840      341.0000         .8358
 -88.3200       10.3850      342.0000         .8415
 -88.8350       10.4870      343.0000         .8473
 -89.3510       10.5900      344.0000         .8531
 -89.8680       10.6940      345.0000         .8590
 -90.3820       10.7980      346.0000         .8648
 -90.8970       10.9030      347.0000         .8707
 -91.4090       11.0080      348.0000         .8766
 -91.9220       11.1140      349.0000         .8825
 -92.4360       11.2210      350.0000         .8884
 -92.9520       11.3290      351.0000         .8944
 -93.4690       11.4380      352.0000         .9005
 -93.9830       11.5470      353.0000         .9065
 -94.4970       11.6570      354.0000         .9125
 -95.0130       11.7680      355.0000         .9186
 -95.5260       11.8790      356.0000         .9247
 -96.0400       11.9910      357.0000         .9308
 -96.5550       12.1040      358.0000         .9370
 -97.0710       12.2180      359.0000         .9432
 -97.5830       12.3320      360.0000         .9493
 -98.1010       12.4480      361.0000         .9556
 -98.6160       12.5640      362.0000         .9618
 -99.1280       12.6800      363.0000         .9681
 -99.6440       12.7980      364.0000         .9744
-100.1600       12.9160      365.0000         .9807
-100.6700       13.0350      366.0000         .9870
-101.1900       13.1550      367.0000         .9934
-101.7000       13.2760      368.0000         .9998
-102.2200       13.3970      369.0000        1.0062
-102.7300       13.5190      370.0000        1.0126
-103.2500       13.6420      371.0000        1.0191
-103.7600       13.7660      372.0000        1.0256
-104.2800       13.8910      373.0000        1.0322
-104.7900       14.0160      374.0000        1.0387
-105.3100       14.1420      375.0000        1.0452
-105.8200       14.2690      376.0000        1.0518
-106.3300       14.3970      377.0000        1.0585
-106.8500       14.5260      378.0000        1.0652
-107.3600       14.6550      379.0000        1.0718
-107.8800       14.7850      380.0000        1.0785
-108.3900       14.9160      381.0000        1.0852
-108.9100       15.0480      382.0000        1.0919
-109.4200       15.1810      383.0000        1.0987
-109.9400       15.3140      384.0000        1.1055
-110.4500       15.4480      385.0000        1.1123
-110.9600       15.5830      386.0000        1.1191
-111.4800       15.7200      387.0000        1.1261
-111.9900       15.8560      388.0000        1.1329
-112.5100       15.9940      389.0000        1.1399
-113.0300       16.1330      390.0000        1.1468
-113.5400       16.2720      391.0000        1.1538
-114.0500       16.4120      392.0000        1.1608
-114.5700       16.5530      393.0000        1.1678
-115.0800       16.6950      394.0000        1.1749
-115.6000       16.8380      395.0000        1.1819
-116.1100       16.9820      396.0000        1.1891
-116.6200       17.1260      397.0000        1.1962
-117.1400       17.2710      398.0000        1.2033
-117.6500       17.4180      399.0000        1.2105
-118.1700       17.5650      400.0000        1.2177
-118.6800       17.7130      401.0000        1.2250
-119.2000       17.8620      402.0000        1.2322
-119.7100       18.0110      403.0000        1.2395
-120.2200       18.1620      404.0000        1.2468
-120.7400       18.3130      405.0000        1.2541
-121.2500       18.4660      406.0000        1.2615
-121.7600       18.6190      407.0000        1.2689
-122.2800       18.7730      408.0000        1.2763
-122.7900       18.9280      409.0000        1.2837
-123.3000       19.0840      410.0000        1.2912
-123.8200       19.2410      411.0000        1.2987
-124.3300       19.3990      412.0000        1.3062
-124.8500       19.5580      413.0000        1.3138
-125.3600       19.7170      414.0000        1.3213
-125.8700       19.8780      415.0000        1.3289
