  7951          1   Hi        
  7952          0   Hi        
  7953         29   Hi        
  7954         45   Hi    3   
  7955         35   Hi        
  7956         29   Hi        
  7957      11672   Hi        
  7958         11   Hi    1   
  7959          0   Hi        
  7960          0   Hi        
  7961          1   Hi        
  7962          1   Hi    3   
  7963          1   Hi        
  7964          2   Hi        
  7965        155   Hi        
  7966          3   Hi    0   
  7967          1   Hi        
  7968          0   Hi        
  7969          1   Hi        
  7970          7   Hi    3   
  7971         26   Hi        
  7972         23   Hi        
  7973         25   Hi        
  7974         27   Hi   10   
  7975          0   Hi        
  7976          0   Hi        
  7977          1   Hi        
  7978          3   Hi    4   
  7979         11   Hi        
  7980          5   Hi        
  7981          7   Hi        
  7982          8   Hi    1   
  7983          0   Hi        
  7984          0   Hi        
  7985          0   Hi        
  7986          0   Hi    3   
  7987          0   Hi        
  7988          0   Hi        
  7989          0   Hi        
  7990          1   Hi  186   
  7991          1   Hi        
  7992          0   Hi        
  7993          0   Hi        
  7994          1   Hi    4   
  7995          3   Hi        
  7996          1   Hi        
  7997          1   Hi        
  7998          0   Hi  138   
  7999          0   Hi        
  8000          0   Hi        
  8001          0   Hi        
  8002          0   Hi    3   
  8003          1   Hi        
  8004          0   Hi        
  8005          0   Hi        
  8006          0   Hi   91   
  8007          1   Hi        
  8008          0   Hi        
  8009          1   Hi        
  8010          0   Hi    4   
  8011          0   Hi        
  8012          0   Hi        
  8013          0   Hi        
  8014          0   Hi    4   
  8015          0   Hi        
  8016          0   Hi        
  8017          0   Hi        
  8018          0   Hi    4   
  8019          0   Hi        
  8020          0   Hi        
  8021          2   Hi        
  8022          2   Hi    5   
  8023          0   Hi        
  8024          0   Hi        
  8025          0   Hi        
  8026          0   Hi    3   
  8027          0   Hi        
  8028          2   Hi        
  8029          1   Hi        
  8030          0   Hi  103   
  8031          0   Hi        
  8032          0   Hi        
  8033          0   Hi        
  8034          0   Hi    3   
  8035          1   Hi        
  8036          3   Hi        
  8037          1   Hi        
  8038          1   Hi   26   
  8039          0   Hi        
  8040          0   Hi        
  8041          0   Hi        
  8042          0   Hi    4   
  8043          0   Hi        
  8044          1   Hi        
  8045          3   Hi        
  8046          0   Hi  226   
  8047          0   Hi        
  8048          0   Hi        
  8049          0   Hi        
  8050          0   Hi    3   
  8051          0   Hi        
  8052          0   Hi        
  8053          0   Hi        
  8054          1   Hi  166   
  8055          0   Hi        
  8056          0   Hi        
  8057          0   Hi        
  8058          5   Hi    3   
  8059         42   Hi        
  8060         42   Hi        
  8061         52   Hi        
  8062          0   Hi  241   
  8063          0   Hi        
  8064          0   Hi        
  8065          0   Hi        
  8066          0   Hi    3   
  8067          0   Hi        
  8068          0   Hi        
  8069          0   Hi        
  8070          0   Hi   55   
  8071          0   Hi        
  8072          1   Hi        
  8073          0   Hi        
  8074          1   Hi    3   
  8075          0   Hi        
  8076          0   Hi        
  8077          1   Hi        
  8078          0   Hi   54   
  8079          2   Hi        
  8080          0   Hi        
  8081          0   Hi        
  8082          0   Hi    3   
  8083          0   Hi        
  8084          0   Hi        
  8085          0   Hi        
  8086          0   Hi  235   
  8087          0   Hi        
  8088          0   Hi        
  8089          0   Hi        
  8090          1   Hi    3   
  8091          0   Hi        
  8092          0   Hi        
  8093          0   Hi        
  8094          0   Hi  124   
  8095          0   Hi        
  8096          0   Hi        
  8097          0   Hi        
  8098          0   Hi    3   
  8099          1   Hi        
  8100          0   Hi        
  8101          0   Hi        
  8102          0   Hi  218   
  8103          1   Hi        
  8104          0   Hi        
  8105          1   Hi        
  8106          0   Hi    3   
  8107          0   Hi        
  8108          0   Hi        
  8109          1   Hi        
  8110          0   Hi    5   
  8111          0   Hi        
  8112          0   Hi        
  8113          0   Hi        
  8114          0   Hi    3   
  8115          1   Hi        
  8116          0   Hi        
  8117          0   Hi        
  8118          0   Hi  116   
  8119          1   Hi        
  8120          0   Hi        
  8121          0   Hi        
  8122          0   Hi    3   
  8123          0   Hi        
  8124          0   Hi        
  8125          0   Hi        
  8126          0   Hi  215   
  8127          0   Hi        
  8128          0   Hi        
  8129          0   Hi        
  8130          0   Hi    3   
  8131          2   Hi        
  8132          0   Hi        
  8133          0   Hi        
  8134          0   Hi  213   
  8135          0   Hi        
  8136          1   Hi        
  8137          0   Hi        
  8138          1   Hi    3   
  8139          0   Hi        
  8140          0   Hi        
  8141          0   Hi        
  8142          2   Hi  255   
  8143          0   Hi        
  8144          0   Hi        
  8145          0   Hi        
  8146          0   Hi    3   
  8147          0   Hi        
  8148          0   Hi        
  8149          0   Hi        
  8150          1   Hi  255   
  8151          0   Hi        
  8152          2   Hi        
  8153          0   Hi        
  8154          0   Hi    3   
  8155          0   Hi        
  8156          0   Hi        
  8157          0   Hi        
  8158          1   Hi    5   
  8159          0   Hi        
  8160          1   Hi        
  8161          0   Hi        
  8162          0   Hi    3   
  8163          0   Hi        
  8164          0   Hi        
  8165          0   Hi        
  8166          0   Hi  255   
  8167          0   Hi        
  8168          0   Hi        
  8169          0   Hi        
  8170          0   Hi    3   
  8171          0   Hi        
  8172          0   Hi        
  8173          0   Hi        
  8174          0   Hi  255   
  8175          0   Hi        
  8176          0   Hi        
  8177          0   Hi        
  8178          0   Hi    3   
  8179          0   Hi        
  8180          0   Hi        
  8181          1   Hi        
  8182          0   Hi   67   
  8183          0   Hi        
  8184          0   Hi        
