39  28   24   17    5236    5636    2450    2506     58     40    6108    5988    6452    6764  592  469
39  23   31   26    5308    5572    2458    2462     31     45    6020    6140    6500    6716  635  482
40  15   22    9    2318    2290    1655    1639    100    114    2438    2482    2478    2390   98   70
40  18   18   19    2278    2394    1547    1573     93    103    2458    2466    2422    2458   89   78
41  25   26   29    7332    7452    5684    5604    505    560    7820    8108    8408    8760  551  515
41  30   30   25    7340    7540    5740    5676    488    483    8216    8092    8424    8616  551  419
42  14   19    9    3974    4228    3278    3398    896    884    4116    4308    4476    4484  183  166
42  12   14   12    4018    4204    3446    3362    850    864    4268    4404    4420    4452  214  184
43  44   47   30    7060    7612    6780    7084   1599   1571    8424    8600    9432    9528 1055  816
43  41   39   28    7140    7524    6492    6980   1589   1591    8280    8408    9320    9544  927  835
44  55   53   53    8264    9208    7644    7756   1885   1925   10296   10344   11304   11624 1525  994
44  51   47   41    8392    8984    7796    7908   1943   1945   10280   10552   11336   11368 1551 1265
45   1    0    1     236     313     363     357     81     84     495     497     545     540   74   55
45   1    5    2     242     341     347     373    100     89     484     467     589     526   79   62
46   0    0    0       5       7       4       7      0      1       9       8       9       8    0    1
46   0    0    1       4       4       7       6      1      1       5       5      13      14    0    3
47   0    0    0       1       0       0       1      0      0       2       0       0       0    0    0
47   0    0    0       0       0       0       1      0      0       0       2       1       0    0    0
48   0    0    1       0       0       0       0      0      0       0       1       3       1    0    1
48   0    0    0       1       0       0       0      0      0       0       1       0       2    0    0
49   0    0    0       9       3       0       0      0      0       7       7       5       5    0    0
49   0    0    1       4       2       0       0      0      0      10       5       8       6    0    0
50   0    0    0      29      21       0       1      0      0      24      19      19      18    1    1
50   0    1    0      18      22       1       2      0      0      20      15      23      17    0    1
