 1 121 1838080 1825792 1862656 1874944  61664  60960 2008064 1993728 1022
 1 128 1854464 1848320 1883136 1893376  62496  60768 2028544 2018304 1029
 2 514 7589888 7573504 6975488 6926336 399104 391936 7655424 7663616 4956
 2 587 7614464 7606272 6991872 6950912 400128 391936 7680000 7688192 4940
 3   0    6188    6164    4026    3982    146    164    5996    6180    2
 3   0    6036    6012    4054    3874    153    160    5988    5892    1
 4  46     331     296      28      31      0      0     741     737   94
 4  54     355     287      23      26      0      0     693     738   86
 5   0       0       0       0       0      0      0       0       0    0
 5   0       0       0       0       0      0      0       0       0    0
 6   0       0       0       2       0      0      0       0       0    0
 6   0       0       0       0       0      0      0       0       0    0
 7   0       0       0       0       0      0      0       0       2    0
 7   0       0       0       0       0      0      0       1       0    1
 8   0       0       0       0       0      0      0       0       0    0
 8   0       0       0       0       0      0      0       0       0    0
 9   0       0       0       0       0      0      0       0       0    0
 9   0       0       0       0       0      0      0       0       0    0
10   0       0       0       0       0      0      0       0       0    0
10   0       0       0       0       0      0      0       0       0    0
11   0       0       0       0       0      0      0       0       0    0
11   0       0       0       0       0      0      0       0       0    0
12   3      74      84       1       1      0      0     325     353   11
12   3      60      85       1       1      0      0     322     354   12
13   6     210     234      29      27      0      0     947    1349   61
13  11     227     226      17      23      0      0     932    1069   44
14  23     599     614     265     257      4      6    2782    2994  131
14  33     501     637     262     246      4      5    2706    3070  119
15 172    5116    5468    4500    4580    335    298   23408   27024 1055
15 172    5052    5484    4436    4460    320    291   23568   26704 1351
16 240    6636    7180    5836    5900    793    815   31152   35552 1677
16 241    6916    7276    5988    5948    843    856   31376   35488 1705
17   6      78      97      56      70     12      7     355     381   28
17   5      86      87      56      62     11      7     344     352   30
18   6      25      27      17      12      1      2      75      72   44
18  12      15      19      18      11      3      5      80      70   42
19   5      24      20      20       9      0      0      19      18    8
19  10      14      19      12      13      0      0       8      15   11
20   1       8       7       0       1      0      0      19      19    4
20   1      11       7       0       0      0      0      13      15    3
21   0       0       0       0       0      0      0       1       0    0
21   0       0       0       0       0      0      0       0       0    0
22   0       2       5       0       0      0      0       2       1    0
22   0       0       1       0       0      0      0       2       0    0
23   2       0       0       0       0      0      0       0       0    1
23   0       1       0       0       0      0      1       0      -1    1
24   1       8      16       0       0      0      0      12      13    1
24   1       5      12       0       0      0      0      19      19    6
25   0      34      39       3       0      0      0      90      92    4
25   0      40      47       0       2      0      0      81      90   13
26   5     216     262     127     129      8      4     530     578   56
26   7     216     249     116     144      3     10     518     581   44
27  19     391     436     334     324     10     11     884    1029  106
27  22     397     415     315     332      9     12     848     974   97
28 117    2150    2194    1773    1863    244    235    3590    4244  291
28 127    2122    2218    1741    1763    252    195    3598    4244  275
29  11     344     387     387     398     61     54     762     872  101
29  17     326     370     382     380     55     51     722     821   89
30   6     282     298     301     273     85     75     813     836   54
30   9      -1     352     291     315     86     78     719     872   51
31   0     451     501     378     420      3      3     463     523    4
31   0     491     434     443     385      5      3     477     467    4
32   7    3074    3146    3150    3078    422    393    3034    3186   13
32  20    3098    3190    3166    3114    435    413    2938    3042   -1
33   0     929     843     828     832     98     85     858     894    5
33   0     896     885     904     843     88     92     876     846    4
34   0    3410    3418    3222    3202    959    990    3538    3446    6
34   0    3334    3590    3238    3322    949    961    3530    3694   13
35   0       3       2       8       2      2      1       0       4    0
35   0       6       5       5       5      0      0       0       3    0
36   0       1       2       1       0      0      0       4       4    0
36   0       1       4       0       1      0      0       3       0    0
37   0      15      10       0       2      0      0      19      21    4
37   1      12      12       2       0      0      0      16      12    6
38   0      19      20       2       3      0      0      25      26    3
38   0      23      15       3       1      0      0      23      28    1
39   4      96      91      76      62      1      2      98     123   -1
39   5      92     109      63      65      2     -1     123     129   -1
40   1      51      47      40      35      3      1      98     107   -1
40   3      38      49      35      29      7      3      90      96   -1
