 97   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
 98   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     1
 98   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     1
 99   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
 99   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
100   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
100   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
101   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
101   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
102   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     1
102   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
103   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
103   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
104   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
104   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
105   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
105   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
106   0  -1   0     0     0      0      0     -1       0       0       0      -1       1      -1     0
106   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1     0
107   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
107   0  -1   0     0     0      0      0     -1       0       0       0      -1       1      -1    -1
108   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
108   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
109   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
109   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
110   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
110   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
111   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
111   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
112   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
112   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
113   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
113   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
114   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
114   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
115   0  -1   0     0     0      0      0     -1       0       0       0      -1       0      -1    -1
115   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
116   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
116   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
117   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
117   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
118   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
118   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
119   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
119   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
120   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
120   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
121   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
121   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
122   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
122   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
123   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
123   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
