60   0    0       0       2       1       0      0      0       0       0
61   0    0       2       1       2       0      1      0       0       1
61   0    0       0       0       0       0      0      0       0       2
62   0    0       0       0       1       0      0      0       1       1
62   0    0       2       1       0       0      0      0       3       1
63   0    0       1       0       1       0      0      0       3       4
63   0    0       1       1       0       1      0      0       4       6
64   0    0       1       1       0       0      0      0       0       0
64   1    0       1       1       0       0      0      0       0       1
65   0    0       1       4       1       8      0      0       6       2
65   0    0       0       1       0       3      1      0       1       2
66   0    1       1       2       2       3      0      0       5       3
66   0    0       3       5       2       2      2      0       5       4
67   0    0      17      15      14       9      0      5      18      21
67   0    0      10      11      15      13      2      2      14      17
68   0    0       3       6       5       6      2      2       5       3
68   0    0       1       2       3       4      0      2       4       4
69   2    2       3       4       7       9      2      3       9       7
69   0    0       6       4       6       6      1      0       5      10
70   0    0       8       8       7       9      6      4       8      10
70   0    0       8       9       9      14      5      6      13      12
71   0    0       4       2       5       0      1      0       2       3
71   0    0       3       0       2       1      0      0       4       0
72   1    0       1       2       3       0      0      0       1       4
72   0    0       2       2       0       1      1      0       2       0
73   0    0       1       0       0       0      0      0       0       0
73   0    0       0       0       0       0      0      0       0       0
74   0    0       2       0       0       0      0      0       0       2
74   0    0       1       0       0       0      0      0       4       0
75   0    1     195     167     127     129      2      1     209     198
75   0    0     200     182     144     134      4      5     176     208
76   0    3     490     532     492     470    139    131     525     576
76   2    1     490     553     513     541    137    122     546     561
77   0    1     131     145     139     113     27     30     172     145
77   0    0     128     125     132     139     28     31     147     136
78   1    1     427     455     454     419    176    154     450     492
78   1    1     441     497     431     426    186    186     470     489
79   0    0       2       4       0       2      0      0       0       1
79   0    0       1       4       1       0      1      1       3       3
80   1    0       1       0       0       0      1      1       2       2
80   0    0       1       2       0       0      1      0       0       1
