  7951         13   Hi        
  7952          0   Hi        
  7953          7   Hi        
  7954          0   Hi    3   
  7955         24   Hi        
  7956         11   Hi        
  7957          0   Hi        
  7958          9   Hi    1   
  7959          0   Hi        
  7960          0   Hi        
  7961          0   Hi        
  7962          0   Hi    3   
  7963          2   Hi        
  7964          1   Hi        
  7965          1   Hi        
  7966          1   Hi    0   
  7967          1   Hi        
  7968          0   Hi        
  7969          0   Hi        
  7970          5   Hi    3   
  7971         15   Hi        
  7972         17   Hi        
  7973         16   Hi        
  7974         19   Hi   10   
  7975          0   Hi        
  7976          1   Hi        
  7977          6   Hi        
  7978         11   Hi    3   
  7979         12   Hi        
  7980          9   Hi        
  7981          3   Hi        
  7982          5   Hi    1   
  7983          0   Hi        
  7984          0   Hi        
  7985          1   Hi        
  7986          0   Hi    3   
  7987          0   Hi        
  7988          1   Hi        
  7989          0   Hi        
  7990          0   Hi  186   
  7991          0   Hi        
  7992          0   Hi        
  7993          0   Hi        
  7994          1   Hi    3   
  7995          0   Hi        
  7996          0   Hi        
  7997          0   Hi        
  7998          0   Hi  138   
  7999          0   Hi        
  8000          0   Hi        
  8001          1   Hi        
  8002          0   Hi    3   
  8003          1   Hi        
  8004          0   Hi        
  8005          0   Hi        
  8006          0   Hi   90   
  8007          0   Hi        
  8008          0   Hi        
  8009          0   Hi        
  8010          0   Hi    3   
  8011          0   Hi        
  8012          0   Hi        
  8013          0   Hi        
  8014          0   Hi    3   
  8015          0   Hi        
  8016          0   Hi        
  8017          0   Hi        
  8018          0   Hi    3   
  8019          0   Hi        
  8020          0   Hi        
  8021          1   Hi        
  8022          4   Hi    4   
  8023          2   Hi        
  8024          0   Hi        
  8025          0   Hi        
  8026          1   Hi    3   
  8027          8   Hi        
  8028          7   Hi        
  8029          9   Hi        
  8030         10   Hi  128   
  8031          4   Hi        
  8032          0   Hi        
  8033          0   Hi        
  8034         10   Hi    3   
  8035         11   Hi        
  8036         13   Hi        
  8037         14   Hi        
  8038         11   Hi   25   
  8039          5   Hi        
  8040          0   Hi        
  8041          0   Hi        
  8042          1   Hi    3   
  8043          1   Hi        
  8044          4   Hi        
  8045          1   Hi        
  8046          1   Hi  227   
  8047          0   Hi        
  8048          0   Hi        
  8049          0   Hi        
  8050          2   Hi    3   
  8051          2   Hi        
  8052          1   Hi        
  8053          0   Hi        
  8054          0   Hi  166   
  8055          0   Hi        
  8056          0   Hi        
  8057         12   Hi        
  8058         60   Hi    3   
  8059         88   Hi        
  8060         71   Hi        
  8061         62   Hi        
  8062         60   Hi  182   
  8063          5   Hi        
  8064          0   Hi        
  8065          0   Hi        
  8066          0   Hi    3   
  8067          1   Hi        
  8068          0   Hi        
  8069          0   Hi        
  8070          0   Hi   50   
  8071          0   Hi        
  8072          0   Hi        
  8073          0   Hi        
  8074          1   Hi    3   
  8075          0   Hi        
  8076          0   Hi        
  8077          0   Hi        
  8078          0   Hi   48   
  8079          0   Hi        
  8080          0   Hi        
  8081          0   Hi        
  8082          1   Hi    3   
  8083          0   Hi        
  8084          1   Hi        
  8085          0   Hi        
  8086          1   Hi  235   
  8087          0   Hi        
  8088          0   Hi        
  8089          0   Hi        
  8090          0   Hi    3   
