127   0       2       7      0
128   0     607     603    113
128   0     642     582    129
129   1    8920    7788   1691
129   0    8728    7788   1723
130   1    1459    1012    202
130   0    1023    1029    215
131   0    5708    6100   1163
131   0    7196    6164   1411
132   0    8568    7676   1645
132   0    8440    7860   1589
133   0      14       2      2
133   0      13      17      2
134   0    2814    2654    452
134   0    2742    2582    472
135   0      23      43      8
135   0      30      37      5
136   0    2366    2286    434
136   0    2522    2350    416
137   0       0       0      0
137   0       0       0      0
138   0       0       0      0
138   0       0       0      0
139   0       0       0      0
139   0       0       0      0
140   0       1       0      0
140   0       0       0      0
141   0       0       0      0
141   0       0       0      0
142   0       0       0      0
142   0       0       0      0
143   0       0       0      0
143   0       0       0      0
144   0       0       0      0
144   0       0       0      0
145   0       0       0      0
145   0       0       0      0
146   0       0       0      0
146   0       0       0      0
147   0       0       0      0
147   0       0       0      0
148   0       0       0      0
148   0       0       0      0
149   0       0       0      0
149   0       0       0      0
150   0       0       0      0
150   0       0       0      0
