    87     269056   Hi        
    88     313088   Hi        
    89     354048   Hi        
    90     358656   Hi    3   
    91          1   Lo        
    92         84   Hi        
    93     440064   Hi        
    94        410   Lo  109   
    95        476   Hi        
    96       1839   Hi        
    97       4732   Hi        
    98      40736   Hi    8   
    99      58144   Hi        
   100      60960   Hi        
   101        594   Hi        
   102        625   Hi   25   
   103         31   Hi        
   104         45   Hi        
   105        185   Hi        
   106         75   Hi    4   
   107          2   Hi        
   108          8   Hi        
   109          6   Hi        
   110          2   Hi  226   
   111          1   Hi        
   112          0   Hi        
   113          3   Hi        
   114         16   Hi    3   
   115          5   Hi        
   116          2   Hi        
   117          3   Hi        
   118          3   Hi   67   
   119          1   Hi        
   120          1   Hi        
   121          1   Hi        
   122        211   Hi    3   
   123          6   Hi        
   124         42   Hi        
   125          2   Hi        
   126         44   Hi   29   
   127          2   Hi        
   128          3   Hi        
   129          0   Hi        
   130         15   Hi    3   
   131          1   Hi        
   132          2   Hi        
   133          4   Hi        
   134          4   Hi   59   
   135          3   Hi        
   136          3   Hi        
   137          3   Hi        
   138          2   Hi    3   
   139          3   Hi        
   140          4   Hi        
   141          1   Hi        
   142          2   Hi   52   
   143          5   Hi        
   144          2   Hi        
   145          1   Hi        
   146          3   Hi    3   
   147          4   Hi        
   148          4   Hi        
   149          2   Hi        
   150          3   Hi  235   
   151          2   Hi        
   152          2   Hi        
   153          3   Hi        
   154          1   Hi    3   
   155          2   Hi        
   156          2   Hi        
   157          5   Hi        
   158          1   Hi  104   
   159          3   Hi        
   160          2   Hi        
   161          3   Hi        
   162          3   Hi    3   
   163          1   Hi        
   164          2   Hi        
   165          0   Hi        
   166          1   Hi  217   
   167          2   Hi        
   168          2   Hi        
   169     528896   Hi        
   170        161   Hi    3   
   171     809472   Hi        
   172        929   Lo        
   173       1563   Hi        
   174       4780   Hi  223   
   175      11016   Hi        
   176      93376   Hi        
   177      93632   Hi        
   178     126656   Hi   11   
   179     125760   Hi        
   180       1485   Hi        
   181       1281   Hi        
   182         63   Hi  124   
   183         62   Hi        
   184        178   Hi        
   185        131   Hi        
   186          0   Hi    5   
   187         21   Hi        
   188          6   Hi        
   189          2   Hi        
   190          1   Hi  206   
   191          1   Hi        
   192          6   Hi        
   193         22   Hi        
   194          2   Hi    3   
   195          3   Hi        
   196          5   Hi        
   197          2   Hi        
   198          2   Hi  181   
   199          2   Hi        
   200          3   Hi        
   201        388   Hi        
   202          3   Hi    3   
   203         40   Hi        
   204          7   Hi        
   205         18   Hi        
   206          2   Hi  255   
   207          2   Hi        
   208          4   Hi        
   209         39   Hi        
