 3.981e-01  7.977e-04  5.968e-04  2.722e-04  4.408e-04 -1.452e-04
 4.058e-01  4.499e-04  2.880e-04  1.382e-04  2.184e-04 -2.045e-04
 4.136e-01  1.124e-04  3.400e-05  4.223e-05  6.305e-05  1.564e-04
 4.214e-01  9.196e-05  2.152e-05  3.765e-05  5.650e-05  1.632e-04
 4.292e-01  1.226e-04  4.300e-05  2.850e-05  4.342e-05  6.954e-05
 4.370e-01  1.327e-04  3.844e-05  1.139e-06  8.274e-06  5.742e-06
 4.449e-01  8.164e-05  2.485e-05  7.591e-07  7.865e-06  4.303e-06
 4.527e-01  6.120e-05  2.031e-05  7.586e-07  7.455e-06  3.892e-06
 4.606e-01  7.136e-05  2.254e-05 -3.790e-07  6.637e-06  4.098e-06
 4.685e-01  6.113e-05  1.801e-05  0.000e+00  6.636e-06  3.582e-06
 4.780e-01  5.090e-05  1.798e-05 -3.783e-07  6.227e-06  3.168e-06
 4.886e-01  5.086e-05  1.571e-05 -1.511e-06  6.634e-06  3.061e-06
 4.992e-01  2.033e-05  7.838e-06 -1.509e-06  6.225e-06  1.721e-06
 5.098e-01  1.269e-05  7.823e-06 -7.535e-07  6.225e-06  1.307e-06
 5.204e-01  1.522e-05  6.691e-06 -3.762e-07  6.225e-06  1.407e-06
 5.311e-01  4.055e-05  1.224e-05  0.000e+00  6.633e-06  2.525e-06
 5.417e-01  2.026e-05  7.774e-06 -7.501e-07  6.225e-06  1.602e-06
 5.525e-01  3.036e-05  8.865e-06 -3.744e-07  6.634e-06  1.799e-06
 5.632e-01  6.068e-05  1.327e-05  3.738e-07  7.452e-06  2.701e-06
 5.740e-01  5.053e-05  1.324e-05  3.732e-07  7.863e-06  1.886e-06
 5.865e-01  5.049e-05  1.430e-05  3.725e-07  7.049e-06  1.677e-06
 6.001e-01  4.036e-05  1.646e-05  7.435e-07  7.463e-06  1.070e-06
 6.137e-01  3.025e-05  1.970e-05  7.420e-07  7.878e-06  5.689e-07
 6.273e-01  3.023e-05  2.183e-05  1.481e-06  7.886e-06  3.688e-07
 6.410e-01  5.037e-05  2.613e-05  1.478e-06  8.306e-06  5.619e-07
 6.547e-01  5.035e-05  2.715e-05  2.213e-06  7.497e-06  4.611e-07
 6.685e-01  6.042e-05  3.250e-05  2.209e-06  8.743e-06  3.617e-07
 6.824e-01  7.050e-05  3.243e-05  2.572e-06  9.172e-06  4.551e-07
 6.963e-01  7.052e-05  3.236e-05  2.935e-06  9.605e-06  3.570e-07
 7.102e-01  8.063e-05  3.230e-05  2.564e-06  8.800e-06  3.546e-07
 7.260e-01  1.009e-04  3.653e-05  3.291e-06  1.007e-05  6.337e-07
 7.429e-01  1.313e-04  4.076e-05  3.285e-06  9.276e-06  8.154e-07
 7.598e-01  1.315e-04  4.070e-05  3.645e-06  9.313e-06  1.180e-06
 7.769e-01  1.418e-04  4.065e-05  4.732e-06  9.774e-06  1.355e-06
